drugbank_id,drug_name,drug_type,gene_symbol,actions,in_liver_lcc
DB01118,Amiodarone,small molecule,PPARA,agonist,True
DB01122,Ambenonium,small molecule,ACHE,inhibitor,True
DB01123,Proflavine,small molecule,F2,other/unknown,True
DB01124,Tolbutamide,small molecule,ABCC9,blocker,True
DB01125,Anisindione,small molecule,GGCX,inhibitor,True
DB01125,Anisindione,small molecule,F2,modulator,True
DB01126,Dutasteride,small molecule,SRD5A1,inhibitor,True
DB01126,Dutasteride,small molecule,SRD5A3,inhibitor,True
DB01126,Dutasteride,small molecule,SRD5A2,inhibitor,True
DB01127,Econazole,small molecule,NR1I2,partial agonist,True
DB01128,Bicalutamide,small molecule,AR,antagonist,True
DB01130,Prednicarbate,small molecule,NR3C1,agonist,True
DB01130,Prednicarbate,small molecule,ESRRA,modulator,True
DB01131,Proguanil,small molecule,DHFR,inhibitor,True
DB01131,Proguanil,small molecule,PDF,inhibitor,True
DB01132,Pioglitazone,small molecule,PPARG,agonist,True
DB01132,Pioglitazone,small molecule,MAOB,inhibitor,True
DB01133,Tiludronic acid,small molecule,PTPN12,inhibitor,True
DB01133,Tiludronic acid,small molecule,PTPN6,inhibitor,True
DB01133,Tiludronic acid,small molecule,ATP6V0A1,inhibitor,True
DB01134,Desoxycorticosterone pivalate,small molecule,NR3C2,agonist,True
DB01136,Carvedilol,small molecule,ADRA1A,antagonist;potentiator,True
DB01136,Carvedilol,small molecule,ADRA1A,inhibitor,True
DB01136,Carvedilol,small molecule,NDUFC2,inhibitor,True
DB01136,Carvedilol,small molecule,ADRB2,antagonist,True
DB01136,Carvedilol,small molecule,GJA1,other,True
DB01136,Carvedilol,small molecule,VCAM1,inhibitor,True
DB01136,Carvedilol,small molecule,ADRA1B,antagonist,True
DB01136,Carvedilol,small molecule,ADRA2B,antagonist,True
DB01136,Carvedilol,small molecule,SELE,inhibitor,True
DB01136,Carvedilol,small molecule,HIF1A,modulator,True
DB01136,Carvedilol,small molecule,KCNJ4,inhibitor,True
DB01138,Sulfinpyrazone,small molecule,ABCC1,inhibitor,True
DB01138,Sulfinpyrazone,small molecule,ABCC2,inhibitor,True
DB01138,Sulfinpyrazone,small molecule,NR1I2,activator,True
DB01142,Doxepin,small molecule,ADRA1A,antagonist,True
DB01142,Doxepin,small molecule,ADRA1B,antagonist,True
DB01144,Diclofenamide,small molecule,CA2,inhibitor,True
DB01149,Nefazodone,small molecule,ADRA1B,other/unknown,True
DB01149,Nefazodone,small molecule,ADRA1A,antagonist,True
DB01151,Desipramine,small molecule,ADRB2,antagonist,True
DB01151,Desipramine,small molecule,SMPD1,inhibitor,True
DB01151,Desipramine,small molecule,ADRA1A,antagonist,True
DB01154,Thiamylal,small molecule,KCNJ8,inhibitor,True
DB01157,Trimetrexate,small molecule,PDF,inhibitor,True
DB01157,Trimetrexate,small molecule,DHFR,inhibitor,True
DB01158,Bretylium,small molecule,ATP1A1,inhibitor,True
DB01159,Halothane,small molecule,ATP2B1,inhibitor,True
DB01159,Halothane,small molecule,KCNMA1,inhibitor,True
DB01159,Halothane,small molecule,MT-ND1,inhibitor,True
DB01159,Halothane,small molecule,GNG2,other/unknown,True
DB01160,Dinoprost tromethamine,small molecule,PTGIR,antagonist,True
DB01161,Chloroprocaine,small molecule,ATP1A1,blocker,True
DB01162,Terazosin,small molecule,ADRA1A,antagonist,True
DB01162,Terazosin,small molecule,ADRA1B,antagonist,True
DB01162,Terazosin,small molecule,TGFB1,inducer,True
DB01164,Calcium chloride,small molecule,S100A13,,True
DB01168,Procarbazine,small molecule,MAOA,inhibitor,True
DB01169,Arsenic trioxide,small molecule,IKBKB,inducer,True
DB01169,Arsenic trioxide,small molecule,TXNRD1,inhibitor,True
DB01169,Arsenic trioxide,small molecule,JUN,inducer,True
DB01169,Arsenic trioxide,small molecule,CCND1,antagonist,True
DB01169,Arsenic trioxide,small molecule,MAPK3,inducer,True
DB01169,Arsenic trioxide,small molecule,MAPK1,inducer,True
DB01169,Arsenic trioxide,small molecule,AKT1,inducer,True
DB01169,Arsenic trioxide,small molecule,CDKN1A,,True
DB01169,Arsenic trioxide,small molecule,HDAC1,,True
DB01169,Arsenic trioxide,small molecule,PML,,True
DB01171,Moclobemide,small molecule,MAOA,antagonist;inhibitor,True
DB01171,Moclobemide,small molecule,MAOA,antagonist,True
DB01171,Moclobemide,small molecule,MAOB,antagonist,True
DB01174,Phenobarbital,small molecule,CHRNA4,antagonist,True
DB01174,Phenobarbital,small molecule,NR1I2,activator,True
DB01175,Escitalopram,small molecule,ADRA1A,inhibitor,True
DB01176,Cyclizine,small molecule,SULT1E1,inhibitor,True
DB01177,Idarubicin,small molecule,TOP2B,modulator,True
DB01178,Chlormezanone,small molecule,TSPO,agonist,True
DB01179,Podofilox,small molecule,TOP2B,modulator,True
DB01179,Podofilox,small molecule,TUBA4A,inhibitor,True
DB01179,Podofilox,small molecule,TUBB,inhibitor,True
DB01181,Ifosfamide,small molecule,NR1I2,,True
DB01182,Propafenone,small molecule,ADRB2,antagonist,True
DB01183,Naloxone,small molecule,CREB1,other/unknown,True
DB01183,Naloxone,small molecule,ESR1,antagonist;other/unknown,True
DB01183,Naloxone,small molecule,TLR4,inhibitor,True
DB01183,Naloxone,small molecule,CES1,binder,True
DB01185,Fluoxymesterone,small molecule,AR,agonist,True
DB01185,Fluoxymesterone,small molecule,ESR1,antagonist,True
DB01185,Fluoxymesterone,small molecule,NR3C1,antagonist,True
DB01185,Fluoxymesterone,small molecule,HSD11B2,inhibitor,True
DB01186,Pergolide,small molecule,ADRA1A,agonist,True
DB01186,Pergolide,small molecule,ADRA1B,agonist,True
DB01188,Ciclopirox,small molecule,ATP1A1,binder,True
DB01189,Desflurane,small molecule,MT-ND1,inhibitor,True
DB01193,Acebutolol,small molecule,ADRB2,partial agonist,True
DB01194,Brinzolamide,small molecule,CA2,inhibitor,True
DB01196,Estramustine,small molecule,ESR1,agonist,True
DB01197,Captopril,small molecule,MMP2,inhibitor,True
DB01197,Captopril,small molecule,MMP9,inhibitor,True
DB01197,Captopril,small molecule,LTA4H,inhibitor,True
DB01198,Zopiclone,small molecule,TSPO,agonist,True
DB01199,Tubocurarine,small molecule,ACHE,inhibitor,True
DB01200,Bromocriptine,small molecule,ADRA2B,agonist,True
DB01200,Bromocriptine,small molecule,ADRA1A,antagonist;agonist,True
DB01200,Bromocriptine,small molecule,ADRA1B,antagonist;agonist,True
DB01203,Nadolol,small molecule,ADRB2,antagonist,True
DB01204,Mitoxantrone,small molecule,TOP2B,modulator,True
DB01205,Flumazenil,small molecule,TSPO,antagonist,True
DB01207,Ridogrel,small molecule,TBXA2R,antagonist,True
DB01210,Levobunolol,small molecule,ADRB2,antagonist,True
DB01211,Clarithromycin,small molecule,SLCO1B1,,True
DB01211,Clarithromycin,small molecule,SLCO1B3,,True
DB01213,Fomepizole,small molecule,ADH1A,inhibitor,True
DB01213,Fomepizole,small molecule,ADH1B,inhibitor,True
DB01213,Fomepizole,small molecule,ADH1C,inhibitor,True
DB01213,Fomepizole,small molecule,CAT,inhibitor,True
DB01214,Metipranolol,small molecule,ADRB2,antagonist,True
DB01215,Estazolam,small molecule,TSPO,agonist,True
DB01216,Finasteride,small molecule,SRD5A2,inhibitor,True
DB01216,Finasteride,small molecule,SRD5A3,inhibitor,True
DB01216,Finasteride,small molecule,SRD5A1,inhibitor,True
DB01216,Finasteride,small molecule,AKR1D1,inhibitor,True
DB01218,Halofantrine,small molecule,CALM1,modulator,True
DB01218,Halofantrine,small molecule,CALM3,modulator,True
DB01218,Halofantrine,small molecule,CALM2,modulator,True
DB01220,Rifaximin,small molecule,NR1I2,agonist,True
DB01221,Ketamine,small molecule,BCHE,inhibitor,True
DB01222,Budesonide,small molecule,NR3C1,agonist,True
DB01222,Budesonide,small molecule,ANXA1,substrate,True
DB01223,Aminophylline,small molecule,HDAC2,activator,True
DB01224,Quetiapine,small molecule,ADRA1A,antagonist,True
DB01224,Quetiapine,small molecule,ADRA2B,antagonist,True
DB01225,Enoxaparin,small molecule,SERPINC1,potentiator,True
DB01225,Enoxaparin,small molecule,F10,inhibitor,True
DB01225,Enoxaparin,small molecule,F2,inhibitor,True
DB01226,Mivacurium,small molecule,BCHE,,True
DB01229,Paclitaxel,small molecule,NR1I2,inducer,True
DB01234,Dexamethasone,small molecule,NR3C1,agonist,True
DB01234,Dexamethasone,small molecule,ANXA1,agonist,True
DB01234,Dexamethasone,small molecule,NR1I2,agonist,True
DB01236,Sevoflurane,small molecule,MT-ND1,inhibitor,True
DB01238,Aripiprazole,small molecule,ADRA1A,antagonist,True
DB01238,Aripiprazole,small molecule,ADRA1B,antagonist,True
DB01238,Aripiprazole,small molecule,ADRA2B,antagonist;ligand,True
DB01238,Aripiprazole,small molecule,ADRB2,ligand,True
DB01240,Epoprostenol,small molecule,PTGIS,inducer,True
DB01240,Epoprostenol,small molecule,PTGIR,agonist,True
DB01241,Gemfibrozil,small molecule,PPARA,agonist,True
DB01241,Gemfibrozil,small molecule,SLCO1B1,inhibitor,True
DB01241,Gemfibrozil,small molecule,SLCO1B3,inhibitor,True
DB01242,Clomipramine,small molecule,GSTP1,inhibitor,True
DB01244,Bepridil,small molecule,CACNA1H,inhibitor,True
DB01244,Bepridil,small molecule,ATP1A1,inhibitor,True
DB01244,Bepridil,small molecule,TNNC1,other,True
DB01244,Bepridil,small molecule,CALM1,binder,True
DB01245,Decamethonium,small molecule,CHRNA4,,True
DB01245,Decamethonium,small molecule,ACHE,inhibitor,True
DB01247,Isocarboxazid,small molecule,MAOA,inhibitor,True
DB01247,Isocarboxazid,small molecule,MAOB,inhibitor,True
DB01248,Docetaxel,small molecule,NR1I2,binder,True
DB01250,Olsalazine,small molecule,TPMT,inhibitor,True
DB01250,Olsalazine,small molecule,XDH,inhibitor,True
DB01251,Gliquidone,small molecule,KCNJ8,inhibitor,True
DB01252,Mitiglinide,small molecule,PPARG,agonist,True
DB01253,Ergometrine,small molecule,ADRA1A,agonist,True
DB01254,Dasatinib,small molecule,ABL1,inhibitor;multitarget,True
DB01254,Dasatinib,small molecule,SRC,inhibitor;multitarget,True
DB01254,Dasatinib,small molecule,EPHA2,antagonist,True
DB01254,Dasatinib,small molecule,LCK,inhibitor;multitarget,True
DB01254,Dasatinib,small molecule,YES1,inhibitor,True
DB01254,Dasatinib,small molecule,PDGFRB,antagonist,True
DB01254,Dasatinib,small molecule,FYN,inhibitor;multitarget,True
DB01254,Dasatinib,small molecule,BCR,inhibitor,True
DB01254,Dasatinib,small molecule,STAT5B,inhibitor,True
DB01254,Dasatinib,small molecule,ABL2,multitarget,True
DB01254,Dasatinib,small molecule,CSK,inhibitor,True
DB01254,Dasatinib,small molecule,EPHB4,inhibitor,True
DB01254,Dasatinib,small molecule,FGR,inhibitor,True
DB01254,Dasatinib,small molecule,FRK,binder,True
DB01254,Dasatinib,small molecule,HSPA8,binder,True
DB01254,Dasatinib,small molecule,LYN,inhibitor,True
DB01254,Dasatinib,small molecule,MAP3K20,binder,True
DB01254,Dasatinib,small molecule,MAPK14,binder,True
DB01254,Dasatinib,small molecule,PPAT,binder,True
DB01257,Eculizumab,biotech,C5,antibody,True
DB01259,Lapatinib,small molecule,EGFR,antagonist,True
DB01259,Lapatinib,small molecule,EEF2K,inhibitor,True
DB01259,Lapatinib,small molecule,ERBB2,antagonist,True
DB01260,Desonide,small molecule,ESRRA,modulator,True
DB01260,Desonide,small molecule,NR3C1,agonist,True
DB01261,Sitagliptin,small molecule,DPP4,inhibitor,True
DB01262,Decitabine,small molecule,DNMT1,inhibitor,True
DB01262,Decitabine,small molecule,DNMT3A,inhibitor,True
DB01262,Decitabine,small molecule,HDAC1,inhibitor,True
DB01267,Paliperidone,small molecule,ADRA1A,antagonist,True
DB01267,Paliperidone,small molecule,ADRA1B,antagonist,True
DB01267,Paliperidone,small molecule,ADRA2B,antagonist,True
DB01268,Sunitinib,small molecule,PDGFRB,inhibitor,True
DB01268,Sunitinib,small molecule,FLT1,inhibitor,True
DB01268,Sunitinib,small molecule,KDR,inhibitor,True
DB01268,Sunitinib,small molecule,FLT4,inhibitor,True
DB01268,Sunitinib,small molecule,CSF1R,inhibitor,True
DB01268,Sunitinib,small molecule,PDGFRA,inhibitor,True
DB01268,Sunitinib,small molecule,MET,inhibitor,True
DB01269,Panitumumab,biotech,EGFR,suppressor,True
DB01271,Idursulfase,biotech,PLIN3,,True
DB01272,Alglucosidase alfa,biotech,M6PR,binder,True
DB01273,Varenicline,small molecule,CHRNA4,partial agonist,True
DB01274,Arformoterol,small molecule,ADRB2,agonist,True
DB01275,Hydralazine,small molecule,AOC3,inhibitor,True
DB01275,Hydralazine,small molecule,HIF1A,inducer,True
DB01275,Hydralazine,small molecule,P4HA1,inhibitor,True
DB01277,Mecasermin,biotech,IGFBP3,,True
DB01277,Mecasermin,biotech,INSR,,True
DB01277,Mecasermin,biotech,IGF2R,,True
DB01278,Pramlintide,small molecule,RAMP1,agonist,True
DB01278,Pramlintide,small molecule,RAMP2,agonist,True
DB01278,Pramlintide,small molecule,RAMP3,agonist,True
DB01280,Nelarabine,small molecule,POLA1,inhibitor,True
DB01280,Nelarabine,small molecule,LIG1,inhibitor,True
DB01280,Nelarabine,small molecule,PRIM1,inhibitor,True
DB01280,Nelarabine,small molecule,RRM1,inhibitor,True
DB01283,Lumiracoxib,small molecule,PTGS2,inhibitor,True
DB01288,Fenoterol,small molecule,ADRB2,agonist,True
DB01289,Glisoxepide,small molecule,KCNJ8,inhibitor,True
DB01291,Pirbuterol,small molecule,ADRB2,agonist,True
DB01295,Bevantolol,small molecule,ADRB2,antagonist,True
DB01295,Bevantolol,small molecule,ADRA1A,antagonist,True
DB01296,Glucosamine,small molecule,RELA,inhibitor,True
DB01299,Sulfadoxine,small molecule,MAOB,inhibitor,True
DB01303,Oxtriphylline,small molecule,PDE4A,inhibitor,True
DB01303,Oxtriphylline,small molecule,ADORA2A,antagonist,True
DB01303,Oxtriphylline,small molecule,HDAC2,activator,True
DB01306,Insulin aspart,biotech,INSR,agonist,True
DB01307,Insulin detemir,biotech,INSR,agonist,True
DB01309,Insulin glulisine,biotech,INSR,agonist,True
DB01325,Quinethazone,small molecule,SLC12A2,inhibitor,True
DB01325,Quinethazone,small molecule,CA2,inhibitor,True
DB01327,Cefazolin,small molecule,PON1,inhibitor,True
DB01342,Forasartan,small molecule,AGTR1,antagonist,True
DB01345,Potassium cation,small molecule,ATP1A1,,True
DB01347,Saprisartan,small molecule,AGTR1,antagonist,True
DB01349,Tasosartan,small molecule,AGTR1,antagonist,True
DB01351,Amobarbital,small molecule,CHRNA4,antagonist,True
DB01352,Aprobarbital,small molecule,CHRNA4,antagonist,True
DB01353,Butobarbital,small molecule,CHRNA4,antagonist,True
DB01354,Heptabarbital,small molecule,CHRNA4,antagonist,True
DB01355,Hexobarbital,small molecule,CHRNA4,antagonist,True
DB01356,Lithium cation,small molecule,GSK3B,inhibitor,True
DB01356,Lithium cation,small molecule,IMPA1,inhibitor,True
DB01356,Lithium cation,small molecule,IMPA2,inhibitor,True
DB01357,Mestranol,small molecule,ESR1,agonist,True
DB01359,Penbutolol,small molecule,ADRB2,antagonist;partial agonist,True
DB01363,Ephedra sinica root,biotech,ADRA2B,agonist,True
DB01363,Ephedra sinica root,biotech,MAOA,inhibitor,True
DB01363,Ephedra sinica root,biotech,MAOB,inhibitor,True
DB01363,Ephedra sinica root,biotech,ADRB2,agonist,True
DB01364,Ephedrine,small molecule,ADRA1A,agonist,True
DB01364,Ephedrine,small molecule,ADRB2,agonist,True
DB01365,Mephentermine,small molecule,ADRA1A,agonist,True
DB01366,Procaterol,small molecule,ADRB2,agonist,True
DB01367,Rasagiline,small molecule,MAOB,inhibitor,True
DB01370,Aluminium,small molecule,ATP1A1,binder,True
DB01370,Aluminium,small molecule,APP,,True
DB01370,Aluminium,small molecule,TF,,True
DB01373,Calcium,small molecule,TNNC1,agonist,True
DB01373,Calcium,small molecule,SPTBN1,agonist,True
DB01373,Calcium,small molecule,CAST,,True
DB01373,Calcium,small molecule,AOC1,,True
DB01373,Calcium,small molecule,S100A13,,True
DB01373,Calcium,small molecule,S100A8,,True
DB01373,Calcium,small molecule,S100A9,,True
DB01373,Calcium,small molecule,CP,,True
DB01373,Calcium,small molecule,BMP4,,True
DB01373,Calcium,small molecule,MGP,,True
DB01373,Calcium,small molecule,PDCD6,,True
DB01373,Calcium,small molecule,CALM1,,True
DB01375,Aluminium monostearate,small molecule,TNNC1,stimulator,True
DB01375,Aluminium monostearate,small molecule,VDAC1,inhibitor,True
DB01375,Aluminium monostearate,small molecule,VDAC2,inhibitor,True
DB01375,Aluminium monostearate,small molecule,VDAC3,inhibitor,True
DB01378,Magnesium cation,small molecule,ATP1A1,,True
DB01380,Cortisone acetate,small molecule,NR3C1,agonist,True
DB01380,Cortisone acetate,small molecule,ESRRA,modulator,True
DB01380,Cortisone acetate,small molecule,ANXA1,inducer,True
DB01381,Ginkgo biloba,biotech,PLA2G2A,inhibitor,True
DB01381,Ginkgo biloba,biotech,MAOA,inhibitor,True
DB01384,Paramethasone,small molecule,SERPINA6,binder,True
DB01384,Paramethasone,small molecule,NR3C1,agonist,True
DB01388,Mibefradil,small molecule,CACNA1H,inhibitor,True
DB01390,Sodium bicarbonate,small molecule,CACNA1H,blocker,True
DB01390,Sodium bicarbonate,small molecule,KCND3,blocker,True
DB01392,Yohimbine,small molecule,ADRA2B,antagonist,True
DB01393,Bezafibrate,small molecule,PPARD,agonist,True
DB01393,Bezafibrate,small molecule,PPARG,agonist,True
DB01393,Bezafibrate,small molecule,PPARA,agonist,True
DB01393,Bezafibrate,small molecule,NR1I2,partial agonist,True
DB01393,Bezafibrate,small molecule,RXRA,agonist,True
DB01393,Bezafibrate,small molecule,RXRB,agonist,True
DB01394,Colchicine,small molecule,TUBB,inhibitor;binder,True
DB01395,Drospirenone,small molecule,NR3C2,antagonist,True
DB01395,Drospirenone,small molecule,AR,antagonist,True
DB01395,Drospirenone,small molecule,NR3C1,binder,True
DB01396,Digitoxin,small molecule,ATP1B2,inhibitor,True
DB01396,Digitoxin,small molecule,ATP1B3,inhibitor,True
DB01396,Digitoxin,small molecule,ATP1A1,inhibitor,True
DB01396,Digitoxin,small molecule,ATP1B1,inhibitor,True
DB01397,Magnesium salicylate,small molecule,PTGS2,inhibitor,True
DB01399,Salsalate,small molecule,PTGS2,inhibitor,True
DB01400,Neostigmine,small molecule,ACHE,inhibitor,True
DB01401,Choline magnesium trisalicylate,small molecule,PTGS2,inhibitor,True
DB01403,Methotrimeprazine,small molecule,ADRA1A,antagonist,True
DB01403,Methotrimeprazine,small molecule,ADRA1B,antagonist,True
DB01403,Methotrimeprazine,small molecule,ADRA2B,antagonist,True
DB01404,Ginseng,biotech,AHR,agonist,True
DB01404,Ginseng,biotech,PTGS2,inhibitor,True
DB01406,Danazol,small molecule,ESR1,agonist,True
DB01406,Danazol,small molecule,AR,agonist,True
DB01406,Danazol,small molecule,CCL2,inhibitor,True
DB01407,Clenbuterol,small molecule,ADRB2,agonist,True
DB01407,Clenbuterol,small molecule,NGF,stimulator,True
DB01408,Bambuterol,small molecule,ADRB2,agonist,True
DB01408,Bambuterol,small molecule,BCHE,inhibitor,True
DB01410,Ciclesonide,small molecule,SERPINA6,binder,True
DB01410,Ciclesonide,small molecule,NR3C1,agonist,True
DB01411,Pranlukast,small molecule,NFKB1,other/unknown,True
DB01411,Pranlukast,small molecule,NFKB2,inhibitor,True
DB01412,Theobromine,small molecule,NT5E,inhibitor,True
DB01412,Theobromine,small molecule,ADORA2A,antagonist,True
DB01412,Theobromine,small molecule,PDE4B,inhibitor,True
DB01418,Acenocoumarol,small molecule,VKORC1,inhibitor,True
DB01419,Antrafenine,small molecule,PTGS2,inhibitor,True
DB01420,Testosterone propionate,small molecule,AR,agonist,True
DB01421,Paromomycin,small molecule,RPSA,inhibitor,True
DB01422,Nitroxoline,small molecule,METAP2,inhibitor,True
DB01427,Amrinone,small molecule,PDE4A,inhibitor,True
DB01427,Amrinone,small molecule,PDE3B,inhibitor,True
DB01428,Oxybenzone,small molecule,AR,antagonist,True
DB01428,Oxybenzone,small molecule,ESR1,,True
DB01429,Aprindine,small molecule,CALM2,inhibitor,True
DB01429,Aprindine,small molecule,CALM1,inhibitor,True
DB01429,Aprindine,small molecule,CALM3,inhibitor,True
DB01429,Aprindine,small molecule,CALM1,inhibitor,True
DB01430,Almitrine,small molecule,ATP1A1,binder,True
DB01431,Allylestrenol,small molecule,ESR1,agonist,True
DB01435,Antipyrine,small molecule,PTGS2,inhibitor,True
DB01436,Alfacalcidol,small molecule,RXRA,,True
DB01437,Glutethimide,small molecule,CYP2D6,inducer,True
DB01440,gamma-Hydroxybutyric acid,small molecule,GABBR1,modulator,True
DB01440,gamma-Hydroxybutyric acid,small molecule,GABBR1,agonist,True
DB01442,MMDA,small molecule,MAOA,inhibitor,True
DB01442,MMDA,small molecule,MAOB,inhibitor,True
DB01452,Diamorphine,small molecule,CES1,,True
DB01472,4-Methoxyamphetamine,small molecule,ADRA1A,agonist,True
DB01472,4-Methoxyamphetamine,small molecule,MAOA,inhibitor,True
DB01472,4-Methoxyamphetamine,small molecule,MAOB,inhibitor,True
DB01481,1-Testosterone,small molecule,AR,agonist,True
DB01483,Barbital,small molecule,CHRNA4,antagonist,True
DB01488,Dimethyltryptamine,small molecule,SIGMAR1,inhibitor,True
DB01493,Ethylestrenol,small molecule,AR,modulator,True
DB01496,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione",small molecule,CHRNA4,antagonist,True
DB01497,Etorphine,small molecule,POMC,,True
DB01524,Androstenediol,small molecule,ESR1,inhibitor,True
DB01536,Androstenedione,small molecule,AKR1C3,substrate;inducer,True
DB01541,Boldenone,small molecule,AR,agonist,True
DB01544,Flunitrazepam,small molecule,TSPO,agonist,True
DB01559,Clotiazepam,small molecule,TSPO,agonist,True
DB01564,Calusterone,small molecule,AR,inhibitor,True
DB01565,Dihydromorphine,small molecule,POMC,agonist,True
DB01567,Fludiazepam,small molecule,TSPO,agonist,True
DB01567,Fludiazepam,small molecule,GABRE,potentiator,True
DB01569,Formebolone,small molecule,HSD11B2,inhibitor,True
DB01576,Dextroamphetamine,small molecule,ADRA1B,antagonist,True
DB01576,Dextroamphetamine,small molecule,ADRA1A,inhibitor;inducer,True
DB01577,Metamfetamine,small molecule,ADRA1B,antagonist,True
DB01577,Metamfetamine,small molecule,ADRA2B,agonist,True
DB01577,Metamfetamine,small molecule,MAOA,inhibitor,True
DB01577,Metamfetamine,small molecule,MAOB,inhibitor,True
DB01579,Phendimetrazine,small molecule,ADRA1A,agonist,True
DB01579,Phendimetrazine,small molecule,ADRA1B,agonist,True
DB01580,Oxprenolol,small molecule,ADRB2,antagonist,True
DB01583,Liotrix,small molecule,THRA,agonist,True
DB01583,Liotrix,small molecule,THRB,agonist,True
DB01586,Ursodeoxycholic acid,small molecule,AKR1C2,inhibitor,True
DB01586,Ursodeoxycholic acid,small molecule,BLVRA,activator,True
DB01586,Ursodeoxycholic acid,small molecule,NR1H4,partial agonist,True
DB01588,Prazepam,small molecule,TSPO,modulator,True
DB01589,Quazepam,small molecule,TSPO,modulator,True
DB01590,Everolimus,small molecule,MTOR,inhibitor,True
DB01592,Iron,small molecule,HBA1,activator,True
DB01592,Iron,small molecule,TFRC,,True
DB01592,Iron,small molecule,EGLN1,,True
DB01592,Iron,small molecule,HDAC8,cofactor,True
DB01592,Iron,small molecule,FXN,,True
DB01592,Iron,small molecule,FTH1,,True
DB01592,Iron,small molecule,FEN1,,True
DB01592,Iron,small molecule,NEIL1,,True
DB01592,Iron,small molecule,NEIL2,,True
DB01592,Iron,small molecule,POLB,,True
DB01592,Iron,small molecule,CP,,True
DB01592,Iron,small molecule,TF,,True
DB01593,Zinc,small molecule,MGMT,,True
DB01593,Zinc,small molecule,ALDOA,,True
DB01593,Zinc,small molecule,EEF1A1,,True
DB01593,Zinc,small molecule,ENO1,,True
DB01593,Zinc,small molecule,NME1,,True
DB01593,Zinc,small molecule,P4HB,,True
DB01593,Zinc,small molecule,PDIA3,,True
DB01593,Zinc,small molecule,PRDX1,,True
DB01593,Zinc,small molecule,PSPH,,True
DB01593,Zinc,small molecule,TPI1,,True
DB01593,Zinc,small molecule,TUFM,,True
DB01593,Zinc,small molecule,ESR1,cofactor,True
DB01593,Zinc,small molecule,CCS,,True
DB01593,Zinc,small molecule,HDAC1,cofactor,True
DB01593,Zinc,small molecule,HDAC4,cofactor,True
DB01593,Zinc,small molecule,SOD1,,True
DB01593,Zinc,small molecule,HDAC8,cofactor,True
DB01593,Zinc,small molecule,SIVA1,,True
DB01593,Zinc,small molecule,MDM2,,True
DB01593,Zinc,small molecule,UTRN,,True
DB01593,Zinc,small molecule,ASPA,cofactor,True
DB01593,Zinc,small molecule,S100A8,,True
DB01593,Zinc,small molecule,S100A9,,True
DB01593,Zinc,small molecule,MMP9,,True
DB01593,Zinc,small molecule,TP53,,True
DB01593,Zinc,small molecule,PDCD6,,True
DB01593,Zinc,small molecule,A1BG,,True
DB01593,Zinc,small molecule,A2M,,True
DB01593,Zinc,small molecule,AGT,,True
DB01593,Zinc,small molecule,AHSG,,True
DB01593,Zinc,small molecule,APCS,,True
DB01593,Zinc,small molecule,APOA1,,True
DB01593,Zinc,small molecule,APOA2,,True
DB01593,Zinc,small molecule,APOA4,,True
DB01593,Zinc,small molecule,APOBR,,True
DB01593,Zinc,small molecule,APOE,,True
DB01593,Zinc,small molecule,APOL1,,True
DB01593,Zinc,small molecule,C1QB,,True
DB01593,Zinc,small molecule,C1QC,,True
DB01593,Zinc,small molecule,C1R,,True
DB01593,Zinc,small molecule,C1S,,True
DB01593,Zinc,small molecule,C3,,True
DB01593,Zinc,small molecule,C4B,,True
DB01593,Zinc,small molecule,C4BPA,,True
DB01593,Zinc,small molecule,C4BPB,,True
DB01593,Zinc,small molecule,C5,,True
DB01593,Zinc,small molecule,BRCC3,,True
DB01593,Zinc,small molecule,C8A,,True
DB01593,Zinc,small molecule,C8B,,True
DB01593,Zinc,small molecule,C8G,,True
DB01593,Zinc,small molecule,CFB,,True
DB01593,Zinc,small molecule,CFH,,True
DB01593,Zinc,small molecule,CFI,,True
DB01593,Zinc,small molecule,CLU,,True
DB01593,Zinc,small molecule,CP,,True
DB01593,Zinc,small molecule,DSP,,True
DB01593,Zinc,small molecule,F12,,True
DB01593,Zinc,small molecule,F13B,,True
DB01593,Zinc,small molecule,F2,,True
DB01593,Zinc,small molecule,FCN3,,True
DB01593,Zinc,small molecule,FGA,,True
DB01593,Zinc,small molecule,FN1,,True
DB01593,Zinc,small molecule,GSN,,True
DB01593,Zinc,small molecule,HBA1,,True
DB01593,Zinc,small molecule,HBB,,True
DB01593,Zinc,small molecule,HPR,,True
DB01593,Zinc,small molecule,IGFALS,,True
DB01593,Zinc,small molecule,ITIH1,,True
DB01593,Zinc,small molecule,ITIH2,,True
DB01593,Zinc,small molecule,ITIH3,,True
DB01593,Zinc,small molecule,ITIH4,,True
DB01593,Zinc,small molecule,JCHAIN,,True
DB01593,Zinc,small molecule,JUP,,True
DB01593,Zinc,small molecule,KLKB1,,True
DB01593,Zinc,small molecule,KNG1,,True
DB01593,Zinc,small molecule,KRT1,,True
DB01593,Zinc,small molecule,KRT10,,True
DB01593,Zinc,small molecule,KRT5,,True
DB01593,Zinc,small molecule,KRT6A,,True
DB01593,Zinc,small molecule,ORM2,,True
DB01593,Zinc,small molecule,PON1,,True
DB01593,Zinc,small molecule,SELENOP,,True
DB01593,Zinc,small molecule,SERPINA1,,True
DB01593,Zinc,small molecule,SERPINA3,,True
