drugbank_id,drug_name,drug_type,gene_symbol,actions,in_liver_lcc
DB11760,Talazoparib,small molecule,PARP1,inhibitor,True
DB11760,Talazoparib,small molecule,PARP2,inhibitor,True
DB11763,Momelotinib,small molecule,JAK1,inhibitor,True
DB11763,Momelotinib,small molecule,JAK2,inhibitor,True
DB11763,Momelotinib,small molecule,JAK3,inhibitor,True
DB11763,Momelotinib,small molecule,TYK2,inhibitor,True
DB11763,Momelotinib,small molecule,ACVR1,inhibitor,True
DB11767,Sarilumab,biotech,IL6R,antagonist;antibody,True
DB11767,Sarilumab,biotech,FCGR2A,unknown,True
DB11767,Sarilumab,biotech,FCGR2B,unknown,True
DB11767,Sarilumab,biotech,FCGR3A,unknown,True
DB11767,Sarilumab,biotech,FCGR3B,unknown,True
DB11769,Funapide,small molecule,SCN9A,inhibitor,True
DB11772,Pilaralisib,small molecule,PIK3CA,,True
DB11775,PF-03758309,small molecule,PAK4,inhibitor,True
DB11776,Brodalumab,biotech,IL17RA,inhibitor,True
DB11778,Danusertib,small molecule,AURKC,inhibitor,True
DB11778,Danusertib,small molecule,AURKA,inhibitor,True
DB11781,Tosedostat,small molecule,LTA4H,,True
DB11782,Birinapant,small molecule,XIAP,modulator,True
DB11782,Birinapant,small molecule,BIRC2,modulator,True
DB11791,Capmatinib,small molecule,MET,inhibitor,True
DB11793,Niraparib,small molecule,PARP1,inhibitor,True
DB11793,Niraparib,small molecule,PARP2,inhibitor,True
DB11794,Berzosertib,small molecule,ATR,inhibitor,True
DB11795,GSK-2636771,small molecule,PIK3CB,inhibitor,True
DB11798,Tanzisertib,small molecule,MAPK8,modulator,True
DB11798,Tanzisertib,small molecule,MAPK9,modulator,True
DB11800,Tivozanib,small molecule,FLT1,inhibitor,True
DB11800,Tivozanib,small molecule,KDR,inhibitor,True
DB11800,Tivozanib,small molecule,FLT4,inhibitor,True
DB11800,Tivozanib,small molecule,PDGFRB,inhibitor,True
DB11800,Tivozanib,small molecule,PDGFRA,inhibitor,True
DB11800,Tivozanib,small molecule,PTK6,,True
DB11800,Tivozanib,small molecule,TEK,,True
DB11800,Tivozanib,small molecule,FGFR1,inhibitor,True
DB11800,Tivozanib,small molecule,MET,inhibitor,True
DB11805,Saracatinib,small molecule,SRC,modulator,True
DB11805,Saracatinib,small molecule,ABL1,modulator,True
DB11811,Arhalofenate,small molecule,PPARG,agonist,True
DB11813,Mipsagargin,small molecule,FOLH1,inhibitor,True
DB11814,PF-03882845,small molecule,NR3C2,modulator,True
DB11815,Tilarginine,small molecule,NOS3,modulator,True
DB11817,Baricitinib,small molecule,JAK1,inhibitor,True
DB11817,Baricitinib,small molecule,JAK2,inhibitor,True
DB11817,Baricitinib,small molecule,JAK3,inhibitor,True
DB11817,Baricitinib,small molecule,TYK2,inhibitor,True
DB11819,ASP-4058,small molecule,S1PR1,modulator,True
DB11823,Esketamine,small molecule,EEF2,inhibitor,True
DB11828,Neratinib,small molecule,KDR,inhibitor,True
DB11828,Neratinib,small molecule,ERBB2,inhibitor,True
DB11828,Neratinib,small molecule,EGFR,inhibitor,True
DB11829,Ruboxistaurin,small molecule,PDF,inhibitor,True
DB11830,Mocetinostat,small molecule,HDAC1,inhibitor,True
DB11830,Mocetinostat,small molecule,HDAC3,,True
DB11830,Mocetinostat,small molecule,HDAC2,,True
DB11831,Dinitrochlorobenzene,small molecule,MGMT,,True
DB11831,Dinitrochlorobenzene,small molecule,GSTP1,,True
DB11832,Crenolanib,small molecule,PDGFRA,modulator,True
DB11832,Crenolanib,small molecule,SRC,inhibitor,True
DB11834,Guselkumab,biotech,IL23A,blocker,True
DB11836,Sapanisertib,small molecule,MTOR,inhibitor,True
DB11838,Revamilast,small molecule,PDE4B,inhibitor,True
DB11838,Revamilast,small molecule,PDE4A,inhibitor,True
DB11839,PZ-128,small molecule,F2R,antagonist,True
DB11841,Entinostat,small molecule,HDAC1,inhibitor,True
DB11841,Entinostat,small molecule,HDAC1,inhibitor,True
DB11842,Angiotensin II,biotech,AGTR1,agonist,True
DB11845,Lucitanib,small molecule,FGFR1,inhibitor,True
DB11845,Lucitanib,small molecule,FGFR2,inhibitor,True
DB11845,Lucitanib,small molecule,KDR,inhibitor,True
DB11845,Lucitanib,small molecule,PDGFRA,inhibitor,True
DB11845,Lucitanib,small molecule,FGFR3,inhibitor,True
DB11845,Lucitanib,small molecule,FLT4,inhibitor,True
DB11845,Lucitanib,small molecule,PDGFRB,inhibitor,True
DB11845,Lucitanib,small molecule,FLT1,inhibitor,True
DB11848,Mannose 6-phosphate,small molecule,IGF2R,modulator,True
DB11851,Bafetinib,small molecule,LYN,modulator,True
DB11864,Preladenant,small molecule,ADORA2A,antagonist,True
DB11865,Brivanib alaninate,small molecule,FGFR3,inhibitor,True
DB11869,Valspodar,small molecule,F10,inhibitor,True
DB11870,RG-4733,small molecule,APH1B,modulator,True
DB11870,RG-4733,small molecule,NCSTN,modulator,True
DB11870,RG-4733,small molecule,APH1A,modulator,True
DB11870,RG-4733,small molecule,PSENEN,modulator,True
DB11870,RG-4733,small molecule,PSEN1,modulator,True
DB11871,PF-00610355,small molecule,ADRB2,agonist,True
DB11883,SB-705498,small molecule,TRPV1,blocker,True
DB11885,Anlotinib,small molecule,SRC,inhibitor,True
DB11886,Infigratinib,small molecule,FGFR1,inhibitor,True
DB11886,Infigratinib,small molecule,FGFR2,inhibitor,True
DB11886,Infigratinib,small molecule,FGFR3,inhibitor,True
DB11886,Infigratinib,small molecule,FGFR4,inhibitor,True
DB11893,Avagacestat,small molecule,APH1A,modulator,True
DB11893,Avagacestat,small molecule,NCSTN,modulator,True
DB11893,Avagacestat,small molecule,APH1B,modulator,True
DB11893,Avagacestat,small molecule,PSENEN,modulator,True
DB11893,Avagacestat,small molecule,PSEN1,modulator,True
DB11894,Efatutazone,small molecule,PPARG,agonist,True
DB11896,Gedatolisib,small molecule,MTOR,modulator,True
DB11898,"2,4-thiazolidinedione",small molecule,PPARG,agonist,True
DB11901,Apalutamide,small molecule,AR,antagonist,True
DB11904,Flumatinib,small molecule,ABL1,inhibitor,True
DB11907,Rociletinib,small molecule,EGFR,modulator,True
DB11911,Galunisertib,small molecule,TGFBR1,modulator,True
DB11911,Galunisertib,small molecule,TGFB1,inhibitor,True
DB11913,LY-2090314,small molecule,GSK3A,modulator,True
DB11913,LY-2090314,small molecule,GSK3B,modulator,True
DB11918,Guadecitabine,small molecule,DNMT1,inhibitor,True
DB11919,6-O-benzylguanine,small molecule,MGMT,inhibitor,True
DB11920,Lesogaberan,small molecule,GABBR1,modulator,True
DB11921,Deflazacort,small molecule,NR3C1,agonist,True
DB11925,Vistusertib,small molecule,MAPKAP1,inhibitor,True
DB11925,Vistusertib,small molecule,MTOR,inhibitor,True
DB11928,Vosoritide,biotech,NPR2,agonist,True
DB11936,Bempedoic acid,small molecule,ACLY,inhibitor,True
DB11937,Kynurenic Acid,small molecule,AHR,,True
DB11942,Selinexor,small molecule,XPO1,inhibitor,True
DB11948,Lapachone,small molecule,TOP1,modulator,True
DB11950,Teneligliptin,small molecule,DPP4,modulator,True
DB11952,Duvelisib,small molecule,PIK3CD,inhibitor,True
DB11953,PF-04447943,small molecule,PDE9A,inhibitor,True
DB11958,Brivanib,small molecule,KDR,modulator,True
DB11962,GSK-1059615,small molecule,MTOR,inhibitor,True
DB11962,GSK-1059615,small molecule,PIK3C3,inhibitor,True
DB11963,Dacomitinib,small molecule,ERBB2,antagonist,True
DB11963,Dacomitinib,small molecule,EGFR,inhibitor,True
DB11967,Binimetinib,small molecule,MAP2K2,inhibitor,True
DB11967,Binimetinib,small molecule,MAP2K1,inhibitor,True
DB11969,Uprosertib,small molecule,AKT3,modulator,True
DB11970,Burixafor,small molecule,CXCR4,inhibitor,True
DB11973,Tesevatinib,small molecule,EPHB4,modulator,True
DB11973,Tesevatinib,small molecule,ERBB2,,True
DB11974,PF-04691502,small molecule,MTOR,modulator,True
DB11975,TAK-448,biotech,KISS1,modulator,True
DB11976,Anifrolumab,biotech,IFNAR1,inhibitor,True
DB11977,Golvatinib,small molecule,KDR,modulator,True
DB11977,Golvatinib,small molecule,MET,modulator,True
DB11978,Glasdegib,small molecule,SMO,inhibitor,True
DB11978,Glasdegib,small molecule,MTOR,inhibitor,True
DB11984,Letaxaban,small molecule,F10,inhibitor,True
DB11986,Entrectinib,small molecule,JAK2,inhibitor,True
DB11986,Entrectinib,small molecule,TNK2,,True
DB11987,GSK-2018682,small molecule,S1PR1,agonist,True
DB11992,Omarigliptin,small molecule,DPP4,modulator,True
DB11994,Diacerein,small molecule,NR1H3,inhibitor,True
DB11994,Diacerein,small molecule,NR1H2,inhibitor,True
DB11994,Diacerein,small molecule,ALOX5,inhibitor,True
DB11994,Diacerein,small molecule,CYP1A2,inhibitor,True
DB11994,Diacerein,small molecule,CYP3A4,inhibitor,True
DB11994,Diacerein,small molecule,CYP2E1,inhibitor,True
DB11994,Diacerein,small molecule,CYP2C9,inhibitor,True
DB11994,Diacerein,small molecule,CYP2D6,inhibitor,True
DB11999,Vosaroxin,small molecule,TOP2B,modulator,True
DB12001,Abemaciclib,small molecule,CDK4,inhibitor,True
DB12001,Abemaciclib,small molecule,CDK6,inhibitor,True
DB12004,Briciclib,small molecule,CCND1,inhibitor,True
DB12005,Nirogacestat,small molecule,APH1B,modulator,True
DB12005,Nirogacestat,small molecule,NCSTN,modulator,True
DB12005,Nirogacestat,small molecule,PSEN1,inhibitor,True
DB12005,Nirogacestat,small molecule,PSENEN,modulator,True
DB12005,Nirogacestat,small molecule,APH1A,modulator,True
DB12005,Nirogacestat,small molecule,PSEN2,inhibitor,True
DB12007,Isoflavone,small molecule,PPARA,agonist,True
DB12007,Isoflavone,small molecule,PPARG,agonist,True
DB12009,GW-406381,small molecule,PTGS2,inhibitor,True
DB12010,Fostamatinib,small molecule,SYK,inhibitor,True
DB12010,Fostamatinib,small molecule,FAAH,inhibitor,True
DB12010,Fostamatinib,small molecule,UGT1A1,inhibitor,True
DB12010,Fostamatinib,small molecule,ALOX5,inhibitor,True
DB12010,Fostamatinib,small molecule,CTSS,inhibitor,True
DB12010,Fostamatinib,small molecule,CTSL,inhibitor,True
DB12010,Fostamatinib,small molecule,ABL1,inhibitor,True
DB12010,Fostamatinib,small molecule,TYK2,inhibitor,True
DB12010,Fostamatinib,small molecule,COQ8A,inhibitor,True
DB12010,Fostamatinib,small molecule,JAK1,inhibitor,True
DB12010,Fostamatinib,small molecule,MET,inhibitor,True
DB12010,Fostamatinib,small molecule,STK26,inhibitor,True
DB12010,Fostamatinib,small molecule,PRKACA,inhibitor,True
DB12010,Fostamatinib,small molecule,STK24,inhibitor,True
DB12010,Fostamatinib,small molecule,STK3,inhibitor,True
DB12010,Fostamatinib,small molecule,TEC,inhibitor,True
DB12010,Fostamatinib,small molecule,STK35,inhibitor,True
DB12010,Fostamatinib,small molecule,STK36,inhibitor,True
DB12010,Fostamatinib,small molecule,STK38,inhibitor,True
DB12010,Fostamatinib,small molecule,STK38L,inhibitor,True
DB12010,Fostamatinib,small molecule,TAOK1,inhibitor,True
DB12010,Fostamatinib,small molecule,TAOK2,inhibitor,True
DB12010,Fostamatinib,small molecule,TAOK3,inhibitor,True
DB12010,Fostamatinib,small molecule,TBK1,inhibitor,True
DB12010,Fostamatinib,small molecule,TEK,inhibitor,True
DB12010,Fostamatinib,small molecule,TESK1,inhibitor,True
DB12010,Fostamatinib,small molecule,TGFBR1,inhibitor,True
DB12010,Fostamatinib,small molecule,TGFBR2,inhibitor,True
DB12010,Fostamatinib,small molecule,TLK1,inhibitor,True
DB12010,Fostamatinib,small molecule,TLK2,inhibitor,True
DB12010,Fostamatinib,small molecule,TNIK,inhibitor,True
DB12010,Fostamatinib,small molecule,TNK2,inhibitor,True
DB12010,Fostamatinib,small molecule,TXK,inhibitor,True
DB12010,Fostamatinib,small molecule,ULK1,inhibitor,True
DB12010,Fostamatinib,small molecule,ULK2,inhibitor,True
DB12010,Fostamatinib,small molecule,ULK3,inhibitor,True
DB12010,Fostamatinib,small molecule,WEE1,inhibitor,True
DB12010,Fostamatinib,small molecule,YES1,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP3K20,inhibitor,True
DB12010,Fostamatinib,small molecule,ZAP70,inhibitor,True
DB12010,Fostamatinib,small molecule,AAK1,inhibitor,True
DB12010,Fostamatinib,small molecule,ABL2,inhibitor,True
DB12010,Fostamatinib,small molecule,ACVR1,inhibitor,True
DB12010,Fostamatinib,small molecule,ACVR1B,inhibitor,True
DB12010,Fostamatinib,small molecule,COQ8B,inhibitor,True
DB12010,Fostamatinib,small molecule,AURKA,inhibitor,True
DB12010,Fostamatinib,small molecule,AURKC,inhibitor,True
DB12010,Fostamatinib,small molecule,AXL,inhibitor,True
DB12010,Fostamatinib,small molecule,BMPR2,inhibitor,True
DB12010,Fostamatinib,small molecule,BRAF,inhibitor,True
DB12010,Fostamatinib,small molecule,CAMK1,inhibitor,True
DB12010,Fostamatinib,small molecule,CAMK1D,inhibitor,True
DB12010,Fostamatinib,small molecule,CAMK2B,inhibitor,True
DB12010,Fostamatinib,small molecule,CAMK2D,inhibitor,True
DB12010,Fostamatinib,small molecule,CAMK2G,inhibitor,True
DB12010,Fostamatinib,small molecule,CAMKK2,inhibitor,True
DB12010,Fostamatinib,small molecule,CASK,inhibitor,True
DB12010,Fostamatinib,small molecule,CDK4,inhibitor,True
DB12010,Fostamatinib,small molecule,CHEK2,inhibitor,True
DB12010,Fostamatinib,small molecule,CLK1,inhibitor,True
DB12010,Fostamatinib,small molecule,CLK4,inhibitor,True
DB12010,Fostamatinib,small molecule,CSF1R,inhibitor,True
DB12010,Fostamatinib,small molecule,CSK,inhibitor,True
DB12010,Fostamatinib,small molecule,CSNK1A1,inhibitor,True
DB12010,Fostamatinib,small molecule,CSNK2A1,inhibitor,True
DB12010,Fostamatinib,small molecule,CSNK2A2,inhibitor,True
DB12010,Fostamatinib,small molecule,DAPK1,inhibitor,True
DB12010,Fostamatinib,small molecule,DAPK3,inhibitor,True
DB12010,Fostamatinib,small molecule,DYRK1A,inhibitor,True
DB12010,Fostamatinib,small molecule,DYRK1B,inhibitor,True
DB12010,Fostamatinib,small molecule,EGFR,inhibitor,True
DB12010,Fostamatinib,small molecule,EIF2AK1,inhibitor,True
DB12010,Fostamatinib,small molecule,EIF2AK2,inhibitor,True
DB12010,Fostamatinib,small molecule,EIF2AK4,inhibitor,True
DB12010,Fostamatinib,small molecule,EPHA1,inhibitor,True
DB12010,Fostamatinib,small molecule,EPHA2,inhibitor,True
DB12010,Fostamatinib,small molecule,EPHB4,inhibitor,True
DB12010,Fostamatinib,small molecule,EPHB6,inhibitor,True
DB12010,Fostamatinib,small molecule,ERBB2,inhibitor,True
DB12010,Fostamatinib,small molecule,ERN1,inhibitor,True
DB12010,Fostamatinib,small molecule,FES,inhibitor,True
DB12010,Fostamatinib,small molecule,FGFR1,inhibitor,True
DB12010,Fostamatinib,small molecule,FGFR2,inhibitor,True
DB12010,Fostamatinib,small molecule,FGFR3,inhibitor,True
DB12010,Fostamatinib,small molecule,FGR,inhibitor,True
DB12010,Fostamatinib,small molecule,FLT1,inhibitor,True
DB12010,Fostamatinib,small molecule,FLT4,inhibitor,True
DB12010,Fostamatinib,small molecule,MTOR,inhibitor,True
DB12010,Fostamatinib,small molecule,FRK,inhibitor,True
DB12010,Fostamatinib,small molecule,FYN,inhibitor,True
DB12010,Fostamatinib,small molecule,GAK,inhibitor,True
DB12010,Fostamatinib,small molecule,GSK3A,inhibitor,True
DB12010,Fostamatinib,small molecule,GSK3B,inhibitor,True
DB12010,Fostamatinib,small molecule,HCK,inhibitor,True
DB12010,Fostamatinib,small molecule,HIPK2,inhibitor,True
DB12010,Fostamatinib,small molecule,HIPK3,inhibitor,True
DB12010,Fostamatinib,small molecule,IKBKB,inhibitor,True
DB12010,Fostamatinib,small molecule,INSR,inhibitor,True
DB12010,Fostamatinib,small molecule,IRAK1,inhibitor,True
DB12010,Fostamatinib,small molecule,IRAK3,inhibitor,True
DB12010,Fostamatinib,small molecule,IRAK4,inhibitor,True
DB12010,Fostamatinib,small molecule,JAK2,inhibitor,True
DB12010,Fostamatinib,small molecule,JAK3,inhibitor,True
DB12010,Fostamatinib,small molecule,KDR,inhibitor,True
DB12010,Fostamatinib,small molecule,LATS1,inhibitor,True
DB12010,Fostamatinib,small molecule,LCK,inhibitor,True
DB12010,Fostamatinib,small molecule,LIMK1,inhibitor,True
DB12010,Fostamatinib,small molecule,LIMK2,inhibitor,True
DB12010,Fostamatinib,small molecule,LRRK2,inhibitor,True
DB12010,Fostamatinib,small molecule,LYN,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP2K2,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP2K3,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP2K5,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP3K1,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP3K10,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP3K11,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP3K12,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP3K13,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP3K2,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP3K3,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP3K4,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP3K6,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP4K1,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP4K2,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP4K3,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP4K4,inhibitor,True
DB12010,Fostamatinib,small molecule,MAP4K5,inhibitor,True
DB12010,Fostamatinib,small molecule,MAPK13,inhibitor,True
DB12010,Fostamatinib,small molecule,MAPK14,inhibitor,True
DB12010,Fostamatinib,small molecule,MAPK7,inhibitor,True
DB12010,Fostamatinib,small molecule,MAPK9,inhibitor,True
DB12010,Fostamatinib,small molecule,MAPKAPK5,inhibitor,True
DB12010,Fostamatinib,small molecule,MARK3,inhibitor,True
DB12010,Fostamatinib,small molecule,MARK4,inhibitor,True
DB12010,Fostamatinib,small molecule,CLASP1,inhibitor,True
DB12010,Fostamatinib,small molecule,MERTK,inhibitor,True
DB12010,Fostamatinib,small molecule,MINK1,inhibitor,True
DB12010,Fostamatinib,small molecule,MKNK1,inhibitor,True
DB12010,Fostamatinib,small molecule,MKNK2,inhibitor,True
DB12010,Fostamatinib,small molecule,MYLK,inhibitor,True
DB12010,Fostamatinib,small molecule,NEK1,inhibitor,True
DB12010,Fostamatinib,small molecule,NEK9,inhibitor,True
DB12010,Fostamatinib,small molecule,NUAK1,inhibitor,True
DB12010,Fostamatinib,small molecule,OXSR1,inhibitor,True
DB12010,Fostamatinib,small molecule,PAK1,inhibitor,True
DB12010,Fostamatinib,small molecule,PAK2,inhibitor,True
DB12010,Fostamatinib,small molecule,PAK4,inhibitor,True
DB12010,Fostamatinib,small molecule,PDGFRA,inhibitor,True
DB12010,Fostamatinib,small molecule,PDGFRB,inhibitor,True
DB12010,Fostamatinib,small molecule,PDPK1,inhibitor,True
DB12010,Fostamatinib,small molecule,PI4KB,inhibitor,True
DB12010,Fostamatinib,small molecule,PIK3C2B,inhibitor,True
DB12010,Fostamatinib,small molecule,PIK3C2G,inhibitor,True
DB12010,Fostamatinib,small molecule,PIK3CD,inhibitor,True
DB12010,Fostamatinib,small molecule,PIM1,inhibitor,True
DB12010,Fostamatinib,small molecule,PIP4K2B,inhibitor,True
DB12010,Fostamatinib,small molecule,PIP4K2C,inhibitor,True
DB12010,Fostamatinib,small molecule,PKN1,inhibitor,True
DB12010,Fostamatinib,small molecule,PKN2,inhibitor,True
DB12010,Fostamatinib,small molecule,PLK1,inhibitor,True
DB12010,Fostamatinib,small molecule,PLK2,inhibitor,True
DB12010,Fostamatinib,small molecule,PLK3,inhibitor,True
DB12010,Fostamatinib,small molecule,PRKAA1,inhibitor,True
DB12010,Fostamatinib,small molecule,PRKAA1,inhibitor,True
DB12010,Fostamatinib,small molecule,PRKACB,inhibitor,True
DB12010,Fostamatinib,small molecule,PRKCD,inhibitor,True
DB12010,Fostamatinib,small molecule,PRKCE,inhibitor,True
DB12010,Fostamatinib,small molecule,PRKCI,inhibitor,True
DB12010,Fostamatinib,small molecule,PTK2,inhibitor,True
DB12010,Fostamatinib,small molecule,PTK2B,inhibitor,True
