tier1_drugs,tier1_auc,tier2_drugs,tier2_auc_with_ecnp,tier2_auc_no_ecnp,ecnp_contribution
901,0.7579552663351546,202,0.8698051948051948,0.8728354978354979,-0.00303030303030305
