dilirank_name,Z_mito,k_mito,Z_bile,k_bile,Z_reactive,k_reactive,Proposed_Mechanism,Max_Z_Mech,is_dili,tmc_prob,Mechanism_Declaration
Cosyntropin,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.2382296110041612,Unexplained / Idiosyncratic
Crizotinib,-0.20903143546584,0,-0.1664192030310433,0,-0.1992047682223989,0,Unexplained,-0.1664192030310433,1,0.5014941948785508,Unexplained / Idiosyncratic
Cromoglicate,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.4473771465652372,Unexplained / Idiosyncratic
Cupric chloride,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,0,0.5682089367785553,Unexplained / Idiosyncratic
Cyanocobalamin,-0.2560101785464095,0,-0.2038210654133459,0,-0.2439750182371333,0,Unexplained,-0.2038210654133459,0,0.567204064900856,Unexplained / Idiosyncratic
Cyclobenzaprine hydrochloride,-0.330507719323277,0,-0.2631318639840472,0,-0.314970394174356,0,Unexplained,-0.2631318639840472,1,0.6002104023432255,Unexplained / Idiosyncratic
Cyclofenil,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.5529045453269547,Unexplained / Idiosyncratic
Cyclophosphamide,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.6151891850613203,Unexplained / Idiosyncratic
Cyclosporine,-0.2337042495679893,0,-0.186062325369376,0,-0.2227177015936869,0,Unexplained,-0.186062325369376,1,0.6714443756744086,Unexplained / Idiosyncratic
Cyproheptadine hydrochloride,-0.31354715319876,0,-0.249628804546565,0,-0.2988071523335984,0,Unexplained,-0.249628804546565,1,0.5229584970317075,Unexplained / Idiosyncratic
Cytarabine,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.4647754643059796,Unexplained / Idiosyncratic
Dabigatran etexilate mesylate,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.5333089707316733,Unexplained / Idiosyncratic
Dacarbazine,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.5621082083692298,Unexplained / Idiosyncratic
Dacomitinib,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.6442238047990042,Unexplained / Idiosyncratic
Dactinomycin,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.7234435952062718,Unexplained / Idiosyncratic
Dalfampridine,-0.41806287093168,0,-0.3328384060620867,0,-0.3984095364447979,0,Unexplained,-0.3328384060620867,0,0.6512871432102365,Unexplained / Idiosyncratic
Dalteparin sodium,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.4284498615559096,Unexplained / Idiosyncratic
Danazol,-0.2560101785464095,0,-0.2038210654133459,0,-0.2439750182371333,0,Unexplained,-0.2038210654133459,1,0.5279256442137811,Unexplained / Idiosyncratic
Dantrolene sodium,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.5915945678446333,Unexplained / Idiosyncratic
Dapagliflozin,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.4208042276240937,Unexplained / Idiosyncratic
Dapsone,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.586406728348677,Unexplained / Idiosyncratic
Daptomycin,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.3361639376896203,Unexplained / Idiosyncratic
Darunavir,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.3822860184316208,Unexplained / Idiosyncratic
Dasatinib,-0.5012397737851919,0,-0.3990592299904287,0,-0.4776762535175923,0,Unexplained,-0.3990592299904287,1,0.6880004430032579,Unexplained / Idiosyncratic
Daunorubicin hydrochloride,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,0,0.4375000779713011,Unexplained / Idiosyncratic
Deferoxamine mesylate,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.4420296982898603,Unexplained / Idiosyncratic
Defibrotide sodium,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,0,0.5129935746186293,Unexplained / Idiosyncratic
Deflazacort,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.4491229659260093,Unexplained / Idiosyncratic
Deoxycholic acid,-0.376836779377964,0,3.05621188438741,1,2.453076113287645,1,Cholestatic+Reactive,3.05621188438741,0,0.6174435321227156,Multi-Factorial: Cholestatic (Z=3.1) + Reactive Met. (Z=2.5)
Desloratadine,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.4859954822609481,Unexplained / Idiosyncratic
Deutetrabenazine,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.3415514122088712,Unexplained / Idiosyncratic
Dexbrompheniramine maleate,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.3170522746542923,Unexplained / Idiosyncratic
Dexlansoprazole,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.5546146817959464,Unexplained / Idiosyncratic
Dexmethylphenidate hydrochloride,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.4675043016013958,Unexplained / Idiosyncratic
Dextroamphetamine sulfate,-0.2560101785464095,0,-0.2038210654133459,0,-0.2439750182371333,0,Unexplained,-0.2038210654133459,0,0.5272705781680477,Unexplained / Idiosyncratic
Diazepam,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.5936145932788823,Unexplained / Idiosyncratic
Dichlorphenamide,-0.2337042495679893,0,-0.186062325369376,0,-0.2227177015936869,0,Unexplained,-0.186062325369376,0,0.6036392361523946,Unexplained / Idiosyncratic
Diclofenac sodium,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.5920510684041117,Unexplained / Idiosyncratic
Dicloxacillin sodium,-0.2560101785464095,0,-0.2038210654133459,0,-0.2439750182371333,0,Unexplained,-0.2038210654133459,1,0.6432551843948566,Unexplained / Idiosyncratic
Dicyclomine hydrochloride,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,0,0.4061667713612519,Unexplained / Idiosyncratic
Didanosine,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.4964531955016316,Unexplained / Idiosyncratic
Diethylpropion hydrochloride,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,0,0.3926168402380421,Unexplained / Idiosyncratic
Difelikefalin acetate,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.2619869556597581,Unexplained / Idiosyncratic
Diflunisal,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.6292250741455704,Unexplained / Idiosyncratic
Digoxin,-0.2765225972187297,0,-0.2201519123028536,0,-0.2635231383473649,0,Unexplained,-0.2201519123028536,0,0.550499614610428,Unexplained / Idiosyncratic
Dihydroergotamine mesylate,-0.4047876341965143,0,-0.3222694009141709,0,-0.3857583749052298,0,Unexplained,-0.3222694009141709,0,0.3161764112347873,Unexplained / Idiosyncratic
Diltiazem hydrochloride,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.6274612633683995,Unexplained / Idiosyncratic
Dimenhydrinate,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.4639021053480335,Unexplained / Idiosyncratic
Dimercaprol,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.3600266953715673,Unexplained / Idiosyncratic
Dimethyl fumarate,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.5288585359030837,Unexplained / Idiosyncratic
Diphenhydramine hydrochloride,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,0,0.4377806082321783,Unexplained / Idiosyncratic
Diphenoxylate,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,0,0.4042182874892011,Unexplained / Idiosyncratic
Disulfiram,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.5752601554866112,Unexplained / Idiosyncratic
Dobutamine hydrochloride,-0.20903143546584,0,-0.1664192030310433,0,-0.1992047682223989,0,Unexplained,-0.1664192030310433,0,0.5241610171637958,Unexplained / Idiosyncratic
Docetaxel,5.403367736466689,1,-0.1441232575024438,0,-0.1725163898355885,0,Mitochondrial,5.403367736466689,1,0.5821886984759299,Mitochondrial (Z=5.4)
Dofetilide,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.5632068712829957,Unexplained / Idiosyncratic
Dolutegravir sodium,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.5480253327154408,Unexplained / Idiosyncratic
Donepezil hydrochloride,-0.2956150909981073,0,-0.2353522939658232,0,-0.2817180849095055,0,Unexplained,-0.2353522939658232,1,0.6364724294195726,Unexplained / Idiosyncratic
Dopamine hydrochloride,-0.4047876341965143,0,-0.3222694009141709,0,-0.3857583749052298,0,Unexplained,-0.3222694009141709,0,0.6411153654310311,Unexplained / Idiosyncratic
Doxapram hydrochloride,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,0,0.3369675235288228,Unexplained / Idiosyncratic
Doxazosin mesylate,-0.20903143546584,0,-0.1664192030310433,0,-0.1992047682223989,0,Unexplained,-0.1664192030310433,1,0.7022659656525179,Unexplained / Idiosyncratic
Doxepin hydrochloride,-0.4555734516094202,0,-0.3627022441384479,0,-0.4341567268764397,0,Unexplained,-0.3627022441384479,1,0.6028910873765565,Unexplained / Idiosyncratic
Doxorubicin hydrochloride,-0.2337042495679893,0,-0.186062325369376,0,-0.2227177015936869,0,Unexplained,-0.186062325369376,1,0.4491580003648386,Unexplained / Idiosyncratic
Dronedarone hydrochloride,-0.5225785886646,0,-0.4160480075776084,0,-0.4980119205559973,0,Unexplained,-0.4160480075776084,1,0.7489616912355191,Unexplained / Idiosyncratic
Droperidol,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,0,0.3821567509418991,Unexplained / Idiosyncratic
Droxicam,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.6943961395895456,Unexplained / Idiosyncratic
Droxidopa,-0.330507719323277,0,-0.2631318639840472,0,-0.314970394174356,0,Unexplained,-0.2631318639840472,0,0.4885121579966584,Unexplained / Idiosyncratic
Duloxetine hydrochloride,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.4532447795629911,Unexplained / Idiosyncratic
Dutasteride,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,0,0.6431136500302382,Unexplained / Idiosyncratic
Dyphylline,-0.2765225972187297,0,-0.2201519123028536,0,-0.2635231383473649,0,Unexplained,-0.2201519123028536,0,0.5370182245504257,Unexplained / Idiosyncratic
Ecallantide,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.2432281844174816,Unexplained / Idiosyncratic
Edaravone,9.567938887004583,1,-0.0832096015155216,0,-0.0996023841111994,0,Mitochondrial,9.567938887004583,0,0.5906564893755126,Mitochondrial (Z=9.6)
Efavirenz,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.54535968218325,Unexplained / Idiosyncratic
Eliglustat tartrate,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.2889824163601419,Unexplained / Idiosyncratic
Empagliflozin,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.3319545044307447,Unexplained / Idiosyncratic
Enalapril maleate,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.5290080071689934,Unexplained / Idiosyncratic
Enoxaparin sodium,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.7027066556353998,Unexplained / Idiosyncratic
Entacapone,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.5171800106844074,Unexplained / Idiosyncratic
Enzalutamide,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.4635052841221764,Unexplained / Idiosyncratic
Ephedrine sulfate,-0.2337042495679893,0,-0.186062325369376,0,-0.2227177015936869,0,Unexplained,-0.186062325369376,0,0.5130676222736313,Unexplained / Idiosyncratic
Epinephrine,-0.2956150909981073,0,-0.2353522939658232,0,-0.2817180849095055,0,Unexplained,-0.2353522939658232,0,0.4941304716120873,Unexplained / Idiosyncratic
Eplerenone,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.5367166407602102,Unexplained / Idiosyncratic
Epoetin alfa,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.4231957316160264,Unexplained / Idiosyncratic
Eptifibatide,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,0,0.4812925444178872,Unexplained / Idiosyncratic
Ergocalciferol,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,0,0.3193070228099293,Unexplained / Idiosyncratic
Erlotinib hydrochloride,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.6208869468417979,Unexplained / Idiosyncratic
Ertugliflozin,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.4479532170074009,Unexplained / Idiosyncratic
Erythropoietin,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.4231957316160264,Unexplained / Idiosyncratic
Esmolol hydrochloride,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.4945886179381224,Unexplained / Idiosyncratic
Esomeprazole sodium,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.6359389067655448,Unexplained / Idiosyncratic
Estazolam,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,0,0.5720491679759079,Unexplained / Idiosyncratic
Estradiol valerate,-0.330507719323277,0,-0.2631318639840472,0,-0.314970394174356,0,Unexplained,-0.2631318639840472,1,0.581920675672144,Unexplained / Idiosyncratic
Eszopiclone,-0.2337042495679893,0,-0.186062325369376,0,-0.2227177015936869,0,Unexplained,-0.186062325369376,1,0.5314345541844316,Unexplained / Idiosyncratic
Etelcalcetide,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.2983131785951396,Unexplained / Idiosyncratic
Ethambutol hydrochloride,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.3612725007735629,Unexplained / Idiosyncratic
Ethanolamine oleate,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.4381827068970173,Unexplained / Idiosyncratic
Ethionamide,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.6141553886588036,Unexplained / Idiosyncratic
Etodolac,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.5936137156367554,Unexplained / Idiosyncratic
Etomidate,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,0,0.4516983235249365,Unexplained / Idiosyncratic
Etoposide,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.5259199530695029,Unexplained / Idiosyncratic
Etravirine,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.6145700181179993,Unexplained / Idiosyncratic
Everolimus,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.4603769455523668,Unexplained / Idiosyncratic
Exemestane,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.4518251865741343,Unexplained / Idiosyncratic
Exenatide synthetic,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.2515411082863391,Unexplained / Idiosyncratic
Ezetimibe,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.4003662058141868,Unexplained / Idiosyncratic
Falnidamol,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.497002648612227,Unexplained / Idiosyncratic
Famotidine,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.5680961106671192,Unexplained / Idiosyncratic
Febuxostat,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.5159528758968934,Unexplained / Idiosyncratic
Felbamate,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.3849651977865309,Unexplained / Idiosyncratic
Felodipine,-0.376836779377964,0,-0.3000164848751395,0,-0.3591215030713894,0,Unexplained,-0.3000164848751395,1,0.6538588381601813,Unexplained / Idiosyncratic
Fenofibrate,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.7221391521816117,Unexplained / Idiosyncratic
Fenofibric acid,-0.2560101785464095,0,-0.2038210654133459,0,-0.2439750182371333,0,Unexplained,-0.2038210654133459,1,0.7346971515548402,Unexplained / Idiosyncratic
Fenoldopam mesylate,-0.2956150909981073,0,-0.2353522939658232,0,-0.2817180849095055,0,Unexplained,-0.2353522939658232,0,0.5802734097874963,Unexplained / Idiosyncratic
Ferric maltol,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,0,0.6280668710818307,Unexplained / Idiosyncratic
Fexofenadine hydrochloride,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.2565828021090852,Unexplained / Idiosyncratic
Fialuridine,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.5754535331228583,Unexplained / Idiosyncratic
Finasteride,-0.20903143546584,0,-0.1664192030310433,0,-0.1992047682223989,0,Unexplained,-0.1664192030310433,1,0.6395523193390904,Unexplained / Idiosyncratic
Finerenone,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.5507140633138825,Unexplained / Idiosyncratic
Fingolimod hydrochloride,-0.2765225972187297,0,-0.2201519123028536,0,-0.2635231383473649,0,Unexplained,-0.2201519123028536,1,0.6177526465648839,Unexplained / Idiosyncratic
Flavoxate hydrochloride,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.508134331659344,Unexplained / Idiosyncratic
Flecainide acetate,-0.20903143546584,0,-0.1664192030310433,0,-0.1992047682223989,0,Unexplained,-0.1664192030310433,1,0.5197183541103966,Unexplained / Idiosyncratic
Flibanserin,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,0,0.4013674611616397,Unexplained / Idiosyncratic
Florbetaben f-18,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.4800881932647014,Unexplained / Idiosyncratic
Florbetapir f-18,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.4473679597676526,Unexplained / Idiosyncratic
Flortaucipir f-18,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,0,0.6392671194443583,Unexplained / Idiosyncratic
Fluciclovine f-18,-0.2956150909981073,0,-0.2353522939658232,0,-0.2817180849095055,0,Unexplained,-0.2353522939658232,0,0.446470249104509,Unexplained / Idiosyncratic
Fluconazole,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.363830911295809,Unexplained / Idiosyncratic
Fludrocortisone acetate,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,0,0.564288690511028,Unexplained / Idiosyncratic
Flumazenil,-0.2765225972187297,0,-0.2201519123028536,0,-0.2635231383473649,0,Unexplained,-0.2201519123028536,0,0.5825098771889523,Unexplained / Idiosyncratic
Fluorescein sodium,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,0,0.6116627868963849,Unexplained / Idiosyncratic
Fluoroestradiol f-18,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,0,0.3522277624103714,Unexplained / Idiosyncratic
Fluorouracil,-0.20903143546584,0,-0.1664192030310433,0,-0.1992047682223989,0,Unexplained,-0.1664192030310433,1,0.6434781608210361,Unexplained / Idiosyncratic
Fluoxetine hydrochloride,-0.2765225972187297,0,-0.2201519123028536,0,-0.2635231383473649,0,Unexplained,-0.2201519123028536,1,0.3817946657888347,Unexplained / Idiosyncratic
Flurazepam hydrochloride,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.6253948134501028,Unexplained / Idiosyncratic
Flurbiprofen sodium,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.5599503920170561,Unexplained / Idiosyncratic
Flutamide,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.7440837769879672,Unexplained / Idiosyncratic
Flutemetamol f-18,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.5172564575964324,Unexplained / Idiosyncratic
Fluvastatin sodium,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.430096598112157,Unexplained / Idiosyncratic
Folic acid,-0.2337042495679893,0,-0.186062325369376,0,-0.2227177015936869,0,Unexplained,-0.186062325369376,0,0.2548138414721737,Unexplained / Idiosyncratic
Fondaparinux sodium,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,1,0.6259237293957743,Unexplained / Idiosyncratic
Fosinopril sodium,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.4126198548960239,Unexplained / Idiosyncratic
Fosphenytoin sodium,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.4372484866822619,Unexplained / Idiosyncratic
Gabapentin,-0.2956150909981073,0,-0.2353522939658232,0,-0.2817180849095055,0,Unexplained,-0.2353522939658232,1,0.4102035383998559,Unexplained / Idiosyncratic
Gabapentin enacarbil,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,0,0.3233468763901547,Unexplained / Idiosyncratic
Gadofosveset trisodium,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.5167607151360543,Unexplained / Idiosyncratic
Gallium ga-68 edotreotide,-0.20903143546584,0,-0.1664192030310433,0,-0.1992047682223989,0,Unexplained,-0.1664192030310433,0,0.2074356922523196,Unexplained / Idiosyncratic
Gallium ga-68 gozetotide,-0.1478075454990536,0,-0.1176761469829116,0,-0.1408590424547527,0,Unexplained,-0.1176761469829116,0,0.2882397482392202,Unexplained / Idiosyncratic
Ganirelix acetate,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.3261737657817322,Unexplained / Idiosyncratic
Gefitinib,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,1,0.4886037133030865,Unexplained / Idiosyncratic
Gemcitabine hydrochloride,-0.20903143546584,0,-0.1664192030310433,0,-0.1992047682223989,0,Unexplained,-0.1664192030310433,1,0.5286020795289297,Unexplained / Idiosyncratic
Gemfibrozil,-0.2560101785464095,0,-0.2038210654133459,0,-0.2439750182371333,0,Unexplained,-0.2038210654133459,1,0.6866931228010684,Unexplained / Idiosyncratic
Gemifloxacin mesylate,-0.20903143546584,0,-0.1664192030310433,0,-0.1992047682223989,0,Unexplained,-0.1664192030310433,1,0.5414242984553207,Unexplained / Idiosyncratic
Glimepiride,-0.20903143546584,0,-0.1664192030310433,0,-0.1992047682223989,0,Unexplained,-0.1664192030310433,1,0.6972409013608486,Unexplained / Idiosyncratic
Glipizide,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.6371702944329241,Unexplained / Idiosyncratic
Glyburide,-0.2956150909981073,0,4.043016192770034,1,-0.2817180849095055,0,Cholestatic,4.043016192770034,1,0.749561673006264,Cholestatic (Z=4.0)
Glycopyrrolate,-0.2337042495679893,0,-0.186062325369376,0,-0.2227177015936869,0,Unexplained,-0.186062325369376,0,0.45829540367712,Unexplained / Idiosyncratic
Guaifenesin,-0.10451571773292,0,-0.0832096015155216,0,-0.0996023841111994,0,Unexplained,-0.0832096015155216,0,0.3687953740772837,Unexplained / Idiosyncratic
Heparin sodium,-0.3620530666058899,0,-0.2882465150048876,0,-0.3450327796711771,0,Unexplained,-0.2882465150048876,1,0.583928889275505,Unexplained / Idiosyncratic
Hydralazine hydrochloride,-0.1810265333029449,0,-0.1441232575024438,0,-0.1725163898355885,0,Unexplained,-0.1441232575024438,1,0.618782003951714,Unexplained / Idiosyncratic
