drugbank_id,drug_name,dilirank_name,n_targets,dilirank,is_dili,Z,I_T,mu_T,pool_size,smiles,targets,target_list,logp,mw,hbd,hba,tpsa,rotatable,k,n_dili_hits,n_cyp_hits,n_tf_hits,n_transporter_hits,n_network_hits,network_fraction,dili_fraction,has_network_targets,has_transporter_targets,high_logp,ecnp_z,ecnp_eligible,y_pred_full
DB03435,Uridine-5'-Diphosphate,Uridine triacetate,8,vNo-DILI-concern,0,-0.0526828225477335,0.0754627041217941,0.080597741588173,781,CC(=O)OCC1C(C(C(O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C,"['GALT', 'B3GAT1', 'CMPK1', 'GALE', 'B3GAT3', 'GALE', 'GYG1', 'GPR17']","['GALT', 'B3GAT1', 'CMPK1', 'GALE', 'B3GAT3', 'GALE', 'GYG1', 'GPR17']",-1.1394999999999986,370.3140000000002,1.0,10.0,142.99,5.0,8,0,0,0,0,0,0.0,0.0,0,0,0,-0.0526828225477335,0,0.0068989387
DB03600,Capric acid,Valproic acid,3,vMost-DILI-concern,1,-0.0456305233285847,0.0580105323548704,0.0613596134014386,303,CCCC(CCC)C(=O)O,"['FURIN', 'GLTP', 'PPARG']","['FURIN', 'GLTP', 'PPARG']",2.2874,144.214,1.0,1.0,37.3,5.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0456305233285847,0,0.3169524
DB03619,Deoxycholic acid,Deoxycholic acid,5,vNo-DILI-concern,0,6.221586620808898,0.5642404195017421,0.2815481052986136,493,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,"['PCNA', 'EFL1', 'NR1H4', 'GSTP1', 'GSTA1']","['PCNA', 'EFL1', 'NR1H4', 'GSTP1', 'GSTA1']",4.477900000000006,392.58000000000015,3.0,3.0,77.76,4.0,5,2,0,0,0,2,0.4,0.4,1,0,1,6.221586620808898,1,0.25605622
DB04005,Uridine 5'-triphosphate,Uridine triacetate,3,vNo-DILI-concern,0,-0.0454076798599282,0.0304590416118849,0.0340705988790605,471,CC(=O)OCC1C(C(C(O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C,"['P2RY2', 'P2RY11', 'UCK2']","['P2RY2', 'P2RY11', 'UCK2']",-1.1394999999999986,370.3140000000002,1.0,10.0,142.99,5.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0454076798599282,0,0.0651581
DB04224,Oleic Acid,Folic acid,6,vNo-DILI-concern,0,0.4776076430707365,0.3913829156488327,0.3358070448849024,445,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,"['FABP4', 'FABP1', 'PPARA', 'PPARD', 'RXRA', 'PPARG']","['FABP4', 'FABP1', 'PPARA', 'PPARD', 'RXRA', 'PPARG']",-0.044799999999998674,441.40400000000017,6.0,9.0,213.28,9.0,6,1,0,2,0,2,0.3333333333333333,0.16666666666666666,1,0,0,0.4776076430707365,1,0.14900985
DB04465,Lactose,Lactulose,3,vNo-DILI-concern,0,1.6693250477055408,0.2088437688815539,0.1112738663672703,430,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,"['LGALS3', 'GLB1', 'GLTP']","['LGALS3', 'GLB1', 'GLTP']",-5.395599999999993,342.297,8.0,11.0,189.52999999999997,5.0,3,1,0,0,0,1,0.3333333333333333,0.3333333333333333,1,0,0,1.6693250477055408,1,0.5216407
DB04468,Afimoxifene,Tamoxifen citrate,4,vMost-DILI-concern,1,4.765865253506153,0.4442921263482613,0.1924115079270953,279,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"['ESR1', 'ESRRA', 'NR1I2', 'SHBG']","['ESR1', 'ESRRA', 'NR1I2', 'SHBG']",4.747600000000004,563.6470000000004,4.0,6.0,144.60000000000002,13.0,4,1,0,1,0,1,0.25,0.25,1,0,1,4.765865253506153,1,0.94616383
DB04652,Corticosterone,Corticotropin,4,vNo-DILI-concern,0,0.0646534690156682,0.177299535498264,0.1706694415292582,611,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N,"['HSD11B1', 'NR3C1', 'NCOA1', 'NR3C2']","['HSD11B1', 'NR3C1', 'NCOA1', 'NR3C2']",-15.1620900000003,4541.14199999999,63.0,61.0,1836.2499999999986,145.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.0646534690156682,0,0.3364196
DB04820,Nialamide,Nialamide,3,vMost-DILI-concern,1,-0.5824222955480198,0.1146196018084103,0.1973469899685497,355,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,"['MAOB', 'MAOA', 'COMT']","['MAOB', 'MAOA', 'COMT']",1.0224999999999995,298.346,3.0,4.0,83.12,7.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.5824222955480198,0,0.9957526
DB04855,Dronedarone,Dronedarone hydrochloride,5,vMost-DILI-concern,1,-0.3194457580678452,0.0676736556615575,0.0989603832077148,602,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC.Cl,"['ADRA1A', 'ADRA1B', 'ADRA2B', 'KCND3', 'THRA']","['ADRA1A', 'ADRA1B', 'ADRA2B', 'KCND3', 'THRA']",7.4708000000000085,593.2300000000004,1.0,6.0,88.85,18.0,5,0,0,0,0,0,0.0,0.0,0,0,1,-0.3194457580678452,0,0.89794743
DB04892,Phenserine,Phenelzine sulfate,3,vLess-DILI-concern,1,0.6953461284973982,0.2340357360841755,0.1485506346123936,352,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,"['ACHE', 'BCHE', 'APP']","['ACHE', 'BCHE', 'APP']",0.03960000000000019,234.277,4.0,4.0,112.64999999999999,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.6953461284973982,0,0.54089975
DB04899,Nesiritide,Nesiritide,3,vNo-DILI-concern,0,-0.0303670608164453,0.0418287398531023,0.0452185176115755,444,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCCN)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C3CCCN3C(=O)C(CO)N)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC4=CNC=N4)C(=O)O)CC(C)C)CO)CO)CO)CO,"['NPR1', 'NPR2', 'NPR3']","['NPR1', 'NPR2', 'NPR3']",-20.215620000000182,3464.1009999999937,56.0,53.0,1512.7399999999993,87.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0303670608164453,0,0.06623416
DB04946,Iloperidone,Risperidone,3,vLess-DILI-concern,1,0.0128925092738145,0.0367509631099716,0.0351940811743788,471,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,"['ADRA1A', 'ADRA2B', 'ADRB2']","['ADRA1A', 'ADRA2B', 'ADRB2']",3.5904200000000026,410.49300000000017,0.0,6.0,64.16,4.0,3,0,0,0,0,0,0.0,0.0,0,0,1,0.0128925092738145,0,0.9462253
DB05424,Canertinib,Ceritinib,3,vMost-DILI-concern,1,0.0012953307391921,0.0553846824765048,0.0552178840613806,72,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,"['ERBB2', 'AKT1', 'EGFR']","['ERBB2', 'AKT1', 'EGFR']",6.361920000000006,558.1480000000001,3.0,8.0,105.23999999999998,9.0,3,0,0,0,0,0,0.0,0.0,0,0,1,0.0012953307391921,0,0.9598298
DB05667,Levoketoconazole,Ketoconazole,3,vMost-DILI-concern,1,-0.1717987318554057,0.1030298558317398,0.1271955553586503,481,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,"['CYP17A1', 'CYP11A1', 'CYP51A1']","['CYP17A1', 'CYP11A1', 'CYP51A1']",4.2058000000000035,531.4400000000003,0.0,7.0,69.06,7.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.1717987318554057,0,0.97552425
DB06151,Acetylcysteine,Acetylcysteine,4,vNo-DILI-concern,0,-1.116526505782144,0.1836005675598949,0.2645902367459503,193,CC(=O)NC(CS)C(=O)O,"['GSS', 'ACY1', 'IKBKB', 'CHUK']","['GSS', 'ACY1', 'IKBKB', 'CHUK']",-0.4945,163.198,3.0,3.0,66.4,3.0,4,0,0,0,0,0,0.0,0.0,0,0,0,-1.116526505782144,0,0.39653525
DB06176,Romidepsin,Romidepsin,6,vNo-DILI-concern,0,0.0169238920830793,0.0496122374772686,0.0476343855272436,332,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,"['HDAC1', 'HDAC2', 'HDAC4', 'HDAC6', 'ABCC1', 'HDAC1']","['HDAC1', 'HDAC2', 'HDAC4', 'HDAC6', 'ABCC1', 'HDAC1']",1.4296000000000006,540.7080000000002,4.0,8.0,142.7,2.0,6,0,0,0,0,0,0.0,0.0,0,0,0,0.0169238920830793,0,0.9965006
DB06255,Incadronic acid,Aminocaproic acid,4,vNo-DILI-concern,0,0.4158095390237908,0.1225656766975351,0.0909045970928445,430,C(CCC(=O)O)CCN,"['FDPS', 'CASP3', 'CASP4', 'CASP7']","['FDPS', 'CASP3', 'CASP4', 'CASP7']",0.5901000000000001,131.17499999999998,2.0,2.0,63.31999999999999,5.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.4158095390237908,0,0.9654937
DB06262,Droxidopa,Droxidopa,5,vNo-DILI-concern,0,-0.0543800162217583,0.0681269313356162,0.0737188971866739,677,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,"['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2', 'PAH']","['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2', 'PAH']",-0.4569000000000003,213.189,5.0,5.0,124.01,3.0,5,0,0,0,0,0,0.0,0.0,0,0,0,-0.0543800162217583,0,0.08758542
DB06408,Taribavirin,Ribavirin,3,vLess-DILI-concern,1,0.0082063805390526,0.0498232646158049,0.0486733354915339,271,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,"['IMPDH1', 'ENPP1', 'NT5C2']","['IMPDH1', 'ENPP1', 'NT5C2']",-3.0114999999999994,244.20699999999994,4.0,8.0,143.72000000000003,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.0082063805390526,0,0.012135754
DB06423,Endostatin,Pentostatin,4,vMost-DILI-concern,1,0.7474623775250085,0.2840590819149256,0.212418257653464,431,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,"['MMP2', 'MMP9', 'PTK2', 'SELE']","['MMP2', 'MMP9', 'PTK2', 'SELE']",-0.9890000000000003,268.273,4.0,8.0,112.13000000000001,2.0,4,1,0,0,0,1,0.25,0.25,1,0,0,0.7474623775250085,1,0.985543
DB06461,Squalamine,Mesalamine,3,vLess-DILI-concern,1,-0.2557837800037763,0.1357648729269896,0.1625849036552609,307,C1=CC(=C(C=C1N)C(=O)O)O,"['VEGFC', 'PDGFA', 'VEGFB']","['VEGFC', 'PDGFA', 'VEGFB']",0.6725999999999999,153.137,3.0,3.0,83.55000000000001,1.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.2557837800037763,0,0.9903376
DB06589,Pazopanib,Pazopanib hydrochloride,7,vMost-DILI-concern,1,0.9001673411038961,0.2939879101853879,0.1865480255467277,767,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl,"['FLT1', 'KDR', 'FLT4', 'PDGFRA', 'PDGFRB', 'FGFR3', 'SH2B3']","['FLT1', 'KDR', 'FLT4', 'PDGFRA', 'PDGFRB', 'FGFR3', 'SH2B3']",3.560840000000001,473.9900000000002,2.0,8.0,119.02999999999999,5.0,7,1,0,0,0,1,0.14285714285714285,0.14285714285714285,1,0,1,0.9001673411038961,1,0.99944216
DB07374,Anisomycin,Vancomycin hydrochloride,12,vLess-DILI-concern,1,0.0591032957075048,0.0476460287638765,0.0393135585570308,229,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,"['RPL13A', 'RPL23', 'RPL15', 'RPL19', 'RPL23A', 'RSL24D1', 'RPL26L1', 'RPL8', 'RPL37', 'RPL3', 'RPL11', 'SNU13']","['RPL13A', 'RPL23', 'RPL15', 'RPL19', 'RPL23A', 'RSL24D1', 'RPL26L1', 'RPL8', 'RPL37', 'RPL3', 'RPL11', 'SNU13']",0.5280000000000049,1485.7320000000004,19.0,25.0,530.4899999999999,13.0,12,0,0,0,0,0,0.0,0.0,0,0,0,0.0591032957075048,0,0.4808989
DB07919,Harmine,Thiamine hydrochloride,3,vNo-DILI-concern,0,-0.1360723487367579,0.045065299515678,0.0564927492416943,401,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-],"['DYRK2', 'DYRK1A', 'MAOA']","['DYRK2', 'DYRK1A', 'MAOA']",-1.966459999999998,337.27599999999995,2.0,5.0,75.91,4.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.1360723487367579,0,0.021773605
DB08437,Puromycin,Paromomycin sulfate,11,vNo-DILI-concern,0,0.0601872367006729,0.0457448778212174,0.0372549463079685,207,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,"['RPL13A', 'RPL23', 'RPL15', 'RPL19', 'RPL23A', 'RSL24D1', 'RPL26L1', 'RPL8', 'RPL37', 'RPL3', 'RPL11']","['RPL13A', 'RPL23', 'RPL15', 'RPL19', 'RPL23A', 'RSL24D1', 'RPL26L1', 'RPL8', 'RPL37', 'RPL3', 'RPL11']",-9.514500000000016,713.7130000000004,15.0,21.0,421.92,9.0,11,0,0,0,0,0,0.0,0.0,0,0,0,0.0601872367006729,0,0.74791896
DB08868,Fingolimod,Fingolimod hydrochloride,3,vMost-DILI-concern,1,-0.0117156741325252,0.0314959441995192,0.032817708177489,444,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N.Cl,"['S1PR1', 'S1PR3', 'HDAC1']","['S1PR1', 'S1PR3', 'HDAC1']",3.626100000000002,343.939,3.0,3.0,66.48,12.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.0117156741325252,0,0.5360108
DB08889,Carfilzomib,Carfilzomib,6,vMost-DILI-concern,1,0.0209860102298358,0.0243951544768478,0.021702397276902,341,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,"['PSMB5', 'PSMB8', 'PSMB1', 'PSMB9', 'PSMB2', 'PSMB10']","['PSMB5', 'PSMB8', 'PSMB1', 'PSMB9', 'PSMB2', 'PSMB10']",2.5835000000000052,719.924,4.0,8.0,158.47,20.0,6,0,0,0,0,0,0.0,0.0,0,0,0,0.0209860102298358,0,0.33489463
DB08896,Regorafenib,Regorafenib,14,vMost-DILI-concern,1,0.5530581609157462,0.4064725493082543,0.3465414122510855,1262,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,"['FLT1', 'KDR', 'FLT4', 'PDGFRA', 'PDGFRB', 'FGFR1', 'FGFR2', 'TEK', 'EPHA2', 'RAF1', 'BRAF', 'MAPK11', 'FRK', 'ABL1']","['FLT1', 'KDR', 'FLT4', 'PDGFRA', 'PDGFRB', 'FGFR1', 'FGFR2', 'TEK', 'EPHA2', 'RAF1', 'BRAF', 'MAPK11', 'FRK', 'ABL1']",5.688800000000001,482.8210000000001,3.0,4.0,92.35,5.0,14,1,0,0,0,1,0.07142857142857142,0.07142857142857142,1,0,1,0.5530581609157462,1,0.99918014
DB09006,Clinofibrate,Clofibrate,3,vLess-DILI-concern,1,0.6999215664214294,0.235817469643668,0.1579909657951927,386,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,"['PPARA', 'PPARG', 'PPARD']","['PPARA', 'PPARG', 'PPARD']",3.060500000000002,242.702,0.0,3.0,35.53,4.0,3,1,0,1,0,1,0.3333333333333333,0.3333333333333333,1,0,1,0.6999215664214294,1,0.99980384
DB09074,Olaparib,Olaparib,4,vLess-DILI-concern,1,0.3726371923970406,0.1034510409807991,0.0728918946084437,459,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,"['PARP1', 'PARP2', 'PARP3', 'AKR1C3']","['PARP1', 'PARP2', 'PARP3', 'AKR1C3']",2.3473999999999995,434.4710000000001,1.0,4.0,86.37,4.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.3726371923970406,0,0.60747087
DB09185,Viloxazine,Viloxazine hydrochloride,4,vNo-DILI-concern,0,0.1810560228941063,0.0993307938056451,0.0849885218362336,576,CCOC1=CC=CC=C1OCC2CNCCO2.Cl,"['ADRA1B', 'ADRB2', 'MAOA', 'MAOB']","['ADRA1B', 'ADRB2', 'MAOA', 'MAOB']",1.8742999999999994,273.75999999999993,1.0,4.0,39.72,5.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.1810560228941063,0,0.9944938
DB09213,Dexibuprofen,Ibuprofen,5,vLess-DILI-concern,1,7.280382696030164,0.7758332233313541,0.373611750090227,356,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,"['PTGS2', 'THBD', 'PLAT', 'PPARG', 'PPARA']","['PTGS2', 'THBD', 'PLAT', 'PPARG', 'PPARA']",3.073200000000001,206.28499999999997,1.0,1.0,37.3,4.0,5,3,0,1,0,3,0.6,0.6,1,0,1,7.280382696030164,1,0.9881462
DB11093,Calcium citrate,Calcium acetate,16,vNo-DILI-concern,0,-0.8788607209870926,0.3374049995408438,0.4075822351138252,1842,CC(=O)[O-].CC(=O)[O-].[Ca+2],"['CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'S100A13', 'CALM2', 'CALM3', 'NCS1', 'CALM1']","['CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'S100A13', 'CALM2', 'CALM3', 'NCS1', 'CALM1']",-2.8683999999999985,158.166,0.0,4.0,80.25999999999999,0.0,16,0,0,0,0,0,0.0,0.0,0,0,0,-0.8788607209870926,0,0.0165997
DB11124,Racepinephrine,Epinephrine,4,vNo-DILI-concern,0,0.0242045082210712,0.0499660371507879,0.0469128142156312,470,CNCC(C1=CC(=C(C=C1)O)O)O,"['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2']","['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2']",0.35059999999999986,183.207,4.0,4.0,72.72,3.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.0242045082210712,0,0.014227816
DB11348,Calcium Phosphate,Calcium acetate,16,vNo-DILI-concern,0,-0.8788607209870926,0.3374049995408438,0.4075822351138252,1842,CC(=O)[O-].CC(=O)[O-].[Ca+2],"['CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'S100A13', 'CALM2', 'CALM3', 'NCS1', 'CALM1']","['CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'S100A13', 'CALM2', 'CALM3', 'NCS1', 'CALM1']",-2.8683999999999985,158.166,0.0,4.0,80.25999999999999,0.0,16,0,0,0,0,0,0.0,0.0,0,0,0,-0.8788607209870926,0,0.0348609
DB11693,Voclosporin,Voclosporin,3,vNo-DILI-concern,0,-0.0181456520018882,0.0402168320727868,0.0420432793750905,358,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC=C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,"['CAMLG', 'PPP3CA', 'PPP3R1']","['CAMLG', 'PPP3CA', 'PPP3R1']",3.4351000000000047,1214.6459999999984,5.0,12.0,278.8,16.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.0181456520018882,0,0.7665287
DB11718,Encorafenib,Regorafenib,9,vMost-DILI-concern,1,0.1096169873432114,0.1047484596141026,0.0915510931158427,934,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,"['BRAF', 'CCND1', 'RAF1', 'MAPK8', 'MAPK9', 'LIMK1', 'LIMK2', 'MAP2K4', 'STK36']","['BRAF', 'CCND1', 'RAF1', 'MAPK8', 'MAPK9', 'LIMK1', 'LIMK2', 'MAP2K4', 'STK36']",5.688800000000001,482.8210000000001,3.0,4.0,92.35,5.0,9,0,0,0,0,0,0.0,0.0,0,0,1,0.1096169873432114,0,0.982071
DB11741,Famitinib,Dacomitinib,5,vLess-DILI-concern,1,0.734371602693186,0.2766451961277563,0.1885956317565485,474,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN4CCCCC4,"['PDGFRA', 'PDGFRB', 'FLT1', 'FLT4', 'KDR']","['PDGFRA', 'PDGFRB', 'FLT1', 'FLT4', 'KDR']",5.155100000000003,469.9480000000003,2.0,6.0,79.38000000000001,7.0,5,1,0,0,0,1,0.2,0.2,1,0,1,0.734371602693186,1,0.9129966
DB11763,Momelotinib,Erlotinib hydrochloride,5,vMost-DILI-concern,1,-0.0125182969712605,0.0474336264965464,0.0490993931203302,358,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl,"['JAK1', 'JAK2', 'JAK3', 'TYK2', 'ACVR1']","['JAK1', 'JAK2', 'JAK3', 'TYK2', 'ACVR1']",3.8269000000000024,429.90400000000017,1.0,7.0,74.73,10.0,5,0,0,0,0,0,0.0,0.0,0,0,1,-0.0125182969712605,0,0.88871074
DB12025,Triptolide,Triprolidine hydrochloride,5,vNo-DILI-concern,0,0.1583474321869798,0.084603284200976,0.0628901304433549,414,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3.Cl,"['RELB', 'NFKB1', 'NFKB2', 'RELA', 'REL']","['RELB', 'NFKB1', 'NFKB2', 'RELA', 'REL']",4.339320000000004,314.85999999999996,0.0,2.0,16.130000000000003,4.0,5,0,0,0,0,0,0.0,0.0,0,0,1,0.1583474321869798,0,0.39771742
DB12147,Erdafitinib,Ceritinib,8,vMost-DILI-concern,1,0.0437161112303141,0.1250895840141243,0.1199008366648343,1012,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,"['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'CSF1R', 'PDGFRA', 'PDGFRB', 'KDR']","['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'CSF1R', 'PDGFRA', 'PDGFRB', 'KDR']",6.361920000000006,558.1480000000001,3.0,8.0,105.23999999999998,9.0,8,0,0,0,0,0,0.0,0.0,0,0,1,0.0437161112303141,0,0.95095575
DB12483,Copanlisib,Copanlisib dihydrochloride,3,vNo-DILI-concern,0,-0.0338381042561024,0.0367400654799004,0.0412270317815083,55,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5.Cl.Cl,"['PIK3CA', 'PIK3CD', 'PIK3CB']","['PIK3CA', 'PIK3CD', 'PIK3CB']",1.5283999999999995,553.4510000000005,2.0,11.0,142.01,7.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0338381042561024,0,0.9927683
DB12582,Piperine,Paliperidone,3,vLess-DILI-concern,1,0.9336022179504224,0.2849645652747167,0.1992530283871599,150,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,"['MAOA', 'MAOB', 'NR1I2']","['MAOA', 'MAOB', 'NR1I2']",3.0813200000000016,426.4920000000002,1.0,7.0,84.39,4.0,3,1,0,1,0,1,0.3333333333333333,0.3333333333333333,1,0,1,0.9336022179504224,1,0.99880624
DB12645,Givinostat,Vorinostat,3,vNo-DILI-concern,0,-0.0345998962009781,0.0306575128730945,0.0349831291930914,56,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,"['HDAC1', 'JAK2', 'HDAC1']","['HDAC1', 'JAK2', 'HDAC1']",2.4710999999999994,264.3249999999999,3.0,3.0,78.43,8.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0345998962009781,0,0.8666664
DB13616,Melagatran,Ximelagatran,4,vMost-DILI-concern,1,2.196772769140789,0.455843944006952,0.2111758847975861,390,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N,"['F2', 'PLG', 'PRSS1', 'F10']","['F2', 'PLG', 'PRSS1', 'F10']",1.0998000000000032,473.5740000000001,4.0,7.0,146.35000000000002,10.0,4,1,0,0,0,1,0.25,0.25,1,0,0,2.196772769140789,1,0.9994667
