auc_point,auc_ci_lower,auc_ci_upper,auc_ci_width,brier_score,brier_skill_score,ece,calibration_status
0.878030303030303,0.8211729921131277,0.9224705796055553,0.10129758749242768,0.13905260985686316,0.3859412670346921,0.0956144176963616,GOOD
