compound,metric,observed_influence,bootstrap_mean,bootstrap_std,ci_95_lower,ci_95_upper,sample_size,n_bootstrap,exceeds_ci,fold_vs_mean
Hyperforin,RWI_bootstrap,0.11380974516807538,0.030820114296436513,0.009961761575829429,0.016019370819211946,0.054157632716539575,10,100,True,3.69
